# Beamline.name: ISS (8-ID) - (08ID) Inner Shell Spectroscopy
# Beamline.x-ray_source: NSLS-II damping wiggler
# Beamline.collimation: ISS dual mirror system
# Beamline.focusing: ISS toroid mirror
# Beamline.harmonic_rejection: undefined
# Detector.I0: 17 cm, He: 62.0%, N2: 38.0%
# Detector.I1: 30 cm, He: 62.0%, N2: 38.0%
# Detector.I2: 17 cm, He: 62.0%, N2: 38.0%
# Detector.IF: PIPS
# Detector.I0_volt: -1700.0
# Detector.I1_volt: -1700.0
# Detector.I2_volt: -1700.0
# Detector.I0_amp_gain: 4
# Detector.I1_amp_gain: 4
# Detector.I2_amp_gain: 5
# Detector.IF_amp_gain: 6
# Detector.aux: 
# Element.symbol: Ni
# Element.edge: K
# Facility.name: NSLS-II
# Facility.mode: Beam available
# Facility.energy: 3 GeV
# Facility.current: 400.35282595377504
# Facility.cycle: 2022-2
# Mono.name: Si(111)
# Mono.d_spacing: 3.1354951
# Mono.encoder_resolution: 48.0 nrad
# Mono.angle_offset: 
# Mono.scan_mode: pseudo-channel cut
# Mono.scan_type: 
# Mono.trajectory_name: 
# Mono.direction: 
# Sample.name: Ni foil 0001
# Sample.comment: 
# Sample.stage: ISS.giant_xy stage
# ISS.sample_x_position: -22.8200122375
# ISS.sample_y_position: -48.396793724
# Scan.edge_energy: 8333.0
# Scan.start_time: 06/17/2022  09:37:49
# Scan.end_time: 06/17/2022  09:38:24
# Scan.plot_hint: $5/$1
# Column.1: energy eV
# Column.2: i0
# Column.3: it
# Column.4: ir
# Column.5: if
# energy  i0  it  ir  iff  aux1  aux2  aux3  aux4
 8333.400000 -4.509041e-05 -3.557150e-05 -4.350460e-06 -3.971882e-07 8.483039e-06 -4.136843e-05 4.334451e-06 7.666353e-06
 8333.600000 -4.507226e-05 -3.556229e-05 -4.226398e-06 -3.972591e-07 8.075967e-06 -4.148689e-05 1.266036e-05 1.095164e-05
 8333.800000 -4.509149e-05 -3.558108e-05 -4.114849e-06 -3.974852e-07 6.775401e-06 -3.293220e-05 1.762231e-05 1.104497e-05
 8334.000000 -4.506825e-05 -3.555735e-05 -4.006863e-06 -3.974171e-07 -9.482763e-07 -4.043659e-05 8.112474e-06 1.206483e-05
 8334.200000 -4.505772e-05 -3.555334e-05 -3.910287e-06 -3.972323e-07 -3.701268e-06 -4.466656e-05 8.006066e-06 1.004504e-05
 8334.400000 -4.502087e-05 -3.552312e-05 -3.819373e-06 -3.968885e-07 -5.215043e-07 -2.862100e-05 2.581612e-06 1.079832e-05
 8334.600000 -4.493096e-05 -3.545511e-05 -3.732105e-06 -3.960732e-07 1.486345e-06 -3.342200e-05 8.686285e-06 7.824162e-06
 8334.800000 -4.490756e-05 -3.543857e-05 -3.658193e-06 -3.959921e-07 2.803222e-06 -3.857128e-05 1.332995e-05 8.547445e-06
 8335.000000 -4.477239e-05 -3.534072e-05 -3.584511e-06 -3.948240e-07 7.709705e-06 -4.054551e-05 1.856204e-05 1.159278e-05
 8335.200000 -4.464390e-05 -3.524380e-05 -3.520353e-06 -3.937765e-07 4.292611e-06 -4.860813e-05 1.481855e-06 9.217913e-06
 8335.400000 -4.473502e-05 -3.531989e-05 -3.479392e-06 -3.949609e-07 -2.352620e-07 -5.025189e-05 -3.682202e-06 8.996314e-06
 8335.600000 -4.486986e-05 -3.541876e-05 -3.447112e-06 -3.958105e-07 1.252938e-07 -4.680946e-05 -1.320691e-05 7.269473e-06
 8335.800000 -4.482754e-05 -3.539301e-05 -3.405421e-06 -3.957007e-07 -5.380319e-06 -4.503810e-05 -4.886777e-06 9.276705e-06
 8336.000000 -4.493302e-05 -3.546551e-05 -3.379558e-06 -3.966891e-07 -2.289318e-06 -4.994467e-05 -6.280091e-06 6.494398e-06
 8336.200000 -4.493379e-05 -3.546525e-05 -3.351945e-06 -3.966153e-07 7.171359e-06 -4.973696e-05 -2.199484e-05 3.373050e-06
 8336.400000 -4.503914e-05 -3.553967e-05 -3.334799e-06 -3.976103e-07 7.807866e-06 -4.773487e-05 -2.337274e-05 1.209864e-05
 8336.600000 -4.501217e-05 -3.552103e-05 -3.309884e-06 -3.973803e-07 4.549938e-07 -4.057978e-05 -1.405615e-05 1.732928e-05
 8336.800000 -4.514746e-05 -3.562553e-05 -3.297427e-06 -3.987142e-07 -1.462004e-06 -3.486319e-05 -1.605389e-05 1.229535e-05
 8337.000000 -4.513509e-05 -3.561825e-05 -3.275435e-06 -3.984502e-07 4.188986e-07 -3.468444e-05 -3.125704e-05 1.642901e-05
 8337.200000 -4.501458e-05 -3.552612e-05 -3.246504e-06 -3.972677e-07 4.405811e-06 -4.014097e-05 -1.880669e-05 1.845796e-05
 8337.400000 -4.484660e-05 -3.540346e-05 -3.213580e-06 -3.959565e-07 5.794768e-06 -3.778483e-05 -1.250820e-05 2.126750e-05
 8337.600000 -4.492999e-05 -3.547459e-05 -3.195441e-06 -3.967890e-07 1.430217e-06 -4.260021e-05 -2.381795e-05 1.921849e-05
 8337.800000 -4.495739e-05 -3.550199e-05 -3.169268e-06 -3.971556e-07 5.588045e-06 -2.905745e-05 -2.576892e-05 1.734139e-05
 8338.000000 -4.500172e-05 -3.553553e-05 -3.142587e-06 -3.976095e-07 4.918728e-06 -2.656961e-05 -2.146600e-05 1.340573e-05
 8338.200000 -4.490760e-05 -3.547090e-05 -3.105292e-06 -3.967438e-07 1.283868e-05 -3.591252e-05 -1.733436e-05 7.246978e-06
 8338.400000 -4.470251e-05 -3.531893e-05 -3.059022e-06 -3.949531e-07 2.571587e-05 -3.050890e-05 -9.246868e-06 8.253729e-06
 8338.600000 -4.459249e-05 -3.523567e-05 -3.015609e-06 -3.944142e-07 2.486099e-05 -3.688637e-05 -1.338362e-05 1.176867e-05
 8338.800000 -4.474481e-05 -3.535214e-05 -2.985405e-06 -3.954642e-07 2.003206e-05 -3.544462e-05 -1.166933e-05 1.809332e-05
 8339.000000 -4.482982e-05 -3.541915e-05 -2.949441e-06 -3.960797e-07 1.508240e-05 -3.154823e-05 -1.074339e-05 1.383667e-05
 8339.200000 -4.484928e-05 -3.543262e-05 -2.911838e-06 -3.963777e-07 1.394767e-05 -3.441971e-05 -1.231690e-05 1.011429e-05
 8339.400000 -4.462456e-05 -3.526961e-05 -2.863263e-06 -3.944910e-07 1.712759e-05 -3.336533e-05 -9.799621e-06 2.089097e-05
 8339.600000 -4.458016e-05 -3.523837e-05 -2.826056e-06 -3.941564e-07 1.820830e-05 -3.882686e-05 -1.074554e-05 2.438846e-05
 8339.800000 -4.475430e-05 -3.537447e-05 -2.801035e-06 -3.957626e-07 2.067187e-05 -3.705309e-05 -1.279754e-05 2.495094e-05
 8340.000000 -4.483745e-05 -3.543845e-05 -2.772394e-06 -3.964716e-07 2.185514e-05 -3.626223e-05 -1.970352e-05 1.930895e-05
 8340.200000 -4.490250e-05 -3.548792e-05 -2.746348e-06 -3.971365e-07 2.576385e-05 -3.310555e-05 -1.384702e-05 2.444443e-05
 8340.400000 -4.482444e-05 -3.543079e-05 -2.714980e-06 -3.962867e-07 1.813686e-05 -4.565619e-05 -2.173135e-05 1.803813e-05
 8340.600000 -4.482235e-05 -3.543471e-05 -2.687671e-06 -3.963490e-07 2.850499e-05 -4.767598e-05 -1.647836e-05 2.135663e-05
 8340.800000 -4.471948e-05 -3.535341e-05 -2.652609e-06 -3.954215e-07 1.670840e-05 -4.551109e-05 -1.725872e-05 1.680843e-05
 8341.000000 -4.476530e-05 -3.539669e-05 -2.624595e-06 -3.958804e-07 2.185966e-05 -4.958557e-05 -2.830054e-05 1.330856e-05
 8341.200000 -4.471269e-05 -3.535597e-05 -2.592249e-06 -3.954132e-07 2.940948e-05 -5.241917e-05 -3.302603e-05 7.251506e-06
 8341.400000 -4.462298e-05 -3.528980e-05 -2.559183e-06 -3.946123e-07 2.437056e-05 -6.222318e-05 -2.293770e-05 1.336895e-05
 8341.600000 -4.465913e-05 -3.531851e-05 -2.531788e-06 -3.951657e-07 2.715469e-05 -6.191791e-05 -1.892302e-05 1.288109e-05
 8341.800000 -4.476828e-05 -3.540111e-05 -2.504333e-06 -3.961671e-07 2.152995e-05 -5.405039e-05 -2.816779e-05 2.109565e-05
 8342.000000 -4.483456e-05 -3.545338e-05 -2.470495e-06 -3.966408e-07 2.593494e-05 -5.161454e-05 -1.589973e-05 2.237384e-05
 8342.200000 -4.492303e-05 -3.552665e-05 -2.436649e-06 -3.975112e-07 2.540146e-05 -4.816599e-05 -1.054935e-05 1.869447e-05
 8342.400000 -4.487479e-05 -3.548724e-05 -2.396096e-06 -3.971684e-07 2.789825e-05 -4.858535e-05 -1.671749e-05 1.740264e-05
 8342.600000 -4.501842e-05 -3.559715e-05 -2.364272e-06 -3.986277e-07 2.531501e-05 -4.911861e-05 -2.093465e-05 1.838934e-05
 8342.800000 -4.491878e-05 -3.552780e-05 -2.317215e-06 -3.979517e-07 1.893766e-05 -4.405986e-05 -1.956323e-05 2.167130e-05
 8343.000000 -4.505219e-05 -3.563408e-05 -2.277522e-06 -3.990610e-07 2.582447e-05 -4.907685e-05 -3.002667e-05 2.057304e-05
 8343.200000 -4.507052e-05 -3.564902e-05 -2.231275e-06 -3.993259e-07 2.295787e-05 -4.985195e-05 -1.484266e-05 1.724103e-05
 8343.400000 -4.503164e-05 -3.562038e-05 -2.183074e-06 -3.988274e-07 2.144133e-05 -4.972525e-05 -9.878536e-06 6.323085e-06
 8343.600000 -4.500183e-05 -3.560379e-05 -2.135757e-06 -3.984091e-07 1.827630e-05 -4.698942e-05 -7.555820e-06 1.406505e-05
 8343.800000 -4.497788e-05 -3.558089e-05 -2.087328e-06 -3.983864e-07 1.519173e-05 -5.080676e-05 -3.828508e-06 2.444362e-05
 8344.000000 -4.492619e-05 -3.554628e-05 -2.035745e-06 -3.981977e-07 1.984192e-05 -5.409206e-05 -6.228452e-06 2.318654e-05
 8344.200000 -4.489274e-05 -3.552484e-05 -1.984489e-06 -3.976655e-07 1.897186e-05 -5.393572e-05 -5.941380e-06 1.898166e-05
 8344.400000 -4.487903e-05 -3.551202e-05 -1.934743e-06 -3.976619e-07 2.079916e-05 -5.091817e-05 -9.992634e-06 1.465881e-05
 8344.600000 -4.487330e-05 -3.551354e-05 -1.887971e-06 -3.977148e-07 2.845527e-05 -4.807081e-05 -3.323060e-06 3.014581e-05
 8344.800000 -4.478948e-05 -3.544142e-05 -1.838510e-06 -3.970973e-07 2.205870e-05 -4.249821e-05 -1.885030e-06 2.710602e-05
 8345.000000 -4.474268e-05 -3.540810e-05 -1.789200e-06 -3.964952e-07 1.858923e-05 -3.093008e-05 -1.475894e-05 1.876343e-05
 8345.200000 -4.473711e-05 -3.540601e-05 -1.740215e-06 -3.965662e-07 1.532487e-05 -2.745315e-05 -7.613356e-06 1.858937e-05
 8345.400000 -4.472623e-05 -3.540643e-05 -1.692329e-06 -3.964152e-07 1.704620e-05 -2.984011e-05 -3.306773e-07 2.289062e-05
 8345.600000 -4.464888e-05 -3.535338e-05 -1.645080e-06 -3.958321e-07 1.257695e-05 -2.811154e-05 -4.624531e-06 2.899868e-05
 8345.800000 -4.471543e-05 -3.540143e-05 -1.604852e-06 -3.966774e-07 1.926965e-05 -3.474016e-05 -1.837938e-05 2.073935e-05
 8346.000000 -4.485576e-05 -3.551622e-05 -1.566917e-06 -3.978201e-07 2.737684e-05 -3.737791e-05 -2.137136e-05 1.566448e-05
 8346.200000 -4.479461e-05 -3.546847e-05 -1.522627e-06 -3.972387e-07 2.083239e-05 -3.958311e-05 -2.282632e-05 1.600837e-05
 8346.400000 -4.473735e-05 -3.543002e-05 -1.479849e-06 -3.965432e-07 1.851802e-05 -4.270272e-05 -1.444365e-05 1.273403e-05
 8346.600000 -4.494126e-05 -3.558427e-05 -1.448065e-06 -3.985528e-07 2.250197e-05 -4.659273e-05 -1.219673e-05 1.934695e-05
 8346.800000 -4.496246e-05 -3.560266e-05 -1.413362e-06 -3.990074e-07 1.322536e-05 -5.325061e-05 -2.402443e-05 1.934194e-05
 8347.000000 -4.502228e-05 -3.564437e-05 -1.381650e-06 -3.996481e-07 8.017731e-06 -3.627742e-05 -1.172571e-05 1.580334e-05
 8347.200000 -4.498302e-05 -3.561408e-05 -1.347774e-06 -3.993285e-07 1.411588e-05 -3.634881e-05 1.927962e-06 1.961698e-05
 8347.400000 -4.491583e-05 -3.556724e-05 -1.314866e-06 -3.987767e-07 1.084899e-05 -2.823939e-05 -2.288751e-05 9.770821e-06
 8347.600000 -4.485275e-05 -3.551806e-05 -1.286005e-06 -3.981138e-07 1.601593e-05 -2.809428e-05 -2.082883e-05 1.397405e-05
 8347.800000 -4.495921e-05 -3.560233e-05 -1.265716e-06 -3.990147e-07 2.108660e-05 -3.659146e-05 -2.615689e-05 1.448803e-05
 8348.000000 -4.481806e-05 -3.549759e-05 -1.242098e-06 -3.979220e-07 2.506182e-05 -4.611057e-05 -2.320829e-05 1.365375e-05
 8348.200000 -4.484694e-05 -3.551972e-05 -1.223631e-06 -3.981778e-07 2.820269e-05 -4.415054e-05 -1.816121e-05 1.695160e-05
 8348.400000 -4.490549e-05 -3.556835e-05 -1.207436e-06 -3.988351e-07 2.323333e-05 -3.359991e-05 -2.296087e-05 1.850412e-05
 8348.600000 -4.494638e-05 -3.560039e-05 -1.194668e-06 -3.993267e-07 2.932679e-05 -3.418929e-05 -2.347923e-05 1.658846e-05
 8348.800000 -4.492324e-05 -3.559003e-05 -1.183771e-06 -3.991397e-07 3.004822e-05 -4.290911e-05 -1.757038e-05 1.843788e-05
 8349.000000 -4.491612e-05 -3.558594e-05 -1.175576e-06 -3.991153e-07 2.572926e-05 -3.167169e-05 -2.004651e-05 1.827811e-05
 8349.200000 -4.481177e-05 -3.551025e-05 -1.166088e-06 -3.981523e-07 2.461793e-05 -3.581751e-05 -1.598379e-05 2.654773e-05
 8349.400000 -4.464509e-05 -3.538621e-05 -1.156215e-06 -3.965606e-07 1.986125e-05 -3.402938e-05 -1.608271e-05 1.800903e-05
 8349.600000 -4.451183e-05 -3.528298e-05 -1.148904e-06 -3.954903e-07 2.380782e-05 -2.806077e-05 -7.159270e-06 1.220258e-05
 8349.800000 -4.443492e-05 -3.522859e-05 -1.145188e-06 -3.947904e-07 3.265323e-05 -3.032530e-05 -2.488979e-05 1.107279e-05
 8350.000000 -4.441271e-05 -3.521022e-05 -1.144921e-06 -3.944302e-07 3.660198e-05 -3.316065e-05 -2.151727e-05 1.288299e-05
 8350.200000 -4.425088e-05 -3.509493e-05 -1.140914e-06 -3.930518e-07 3.565163e-05 -2.832560e-05 -1.183384e-05 6.910603e-06
 8350.400000 -4.412885e-05 -3.498879e-05 -1.138026e-06 -3.920575e-07 3.892289e-05 -3.183369e-05 -2.040004e-05 -1.905494e-07
 8350.600000 -4.412784e-05 -3.499720e-05 -1.138660e-06 -3.920625e-07 3.136900e-05 -3.094137e-05 -2.116279e-05 1.014945e-05
 8350.800000 -4.407265e-05 -3.495070e-05 -1.141360e-06 -3.916753e-07 2.397567e-05 -3.624902e-05 -1.283898e-05 1.578355e-05
 8351.000000 -4.398127e-05 -3.488952e-05 -1.144411e-06 -3.908019e-07 3.506553e-05 -3.477992e-05 -5.966521e-06 1.732525e-05
 8351.200000 -4.410524e-05 -3.499928e-05 -1.152055e-06 -3.922336e-07 2.720579e-05 -2.851323e-05 -1.528601e-05 2.048265e-05
 8351.400000 -4.403125e-05 -3.493975e-05 -1.154099e-06 -3.914621e-07 2.391249e-05 -3.441266e-05 -1.751638e-05 1.602418e-05
 8351.600000 -4.460024e-05 -3.538719e-05 -1.172443e-06 -3.966613e-07 2.210904e-05 -4.322312e-05 -1.005505e-06 1.710102e-05
 8351.800000 -4.470907e-05 -3.546890e-05 -1.181078e-06 -3.976942e-07 2.220656e-05 -3.267461e-05 -1.023013e-05 1.523637e-05
 8352.000000 -4.467214e-05 -3.544439e-05 -1.187253e-06 -3.973943e-07 2.115090e-05 -3.154577e-05 -1.689951e-05 1.755583e-05
 8352.200000 -4.474378e-05 -3.549134e-05 -1.195641e-06 -3.980589e-07 2.082098e-05 -3.718186e-05 -2.312024e-05 1.299419e-05
 8352.400000 -4.482217e-05 -3.555488e-05 -1.202902e-06 -3.987708e-07 2.342261e-05 -3.693352e-05 -2.244171e-05 -7.983452e-07
 8352.600000 -4.480255e-05 -3.554378e-05 -1.206639e-06 -3.986700e-07 3.212179e-05 -4.483331e-05 -3.380295e-05 -2.659724e-07
 8352.800000 -4.479786e-05 -3.554373e-05 -1.211493e-06 -3.987219e-07 4.241865e-05 -4.478135e-05 -2.663578e-05 -4.323904e-07
 8353.000000 -4.470430e-05 -3.547456e-05 -1.214531e-06 -3.981525e-07 4.163621e-05 -4.891079e-05 -3.599191e-05 2.445165e-06
 8353.200000 -4.473569e-05 -3.549496e-05 -1.221023e-06 -3.982561e-07 3.594502e-05 -4.130311e-05 -3.455807e-05 -1.939780e-06
 8353.400000 -4.490365e-05 -3.562938e-05 -1.228505e-06 -3.995867e-07 2.812356e-05 -2.889239e-05 -3.418263e-05 -5.023148e-06
 8353.600000 -4.496978e-05 -3.567863e-05 -1.230991e-06 -4.002387e-07 2.644223e-05 -3.484159e-05 -3.392786e-05 6.572387e-06
 8353.800000 -4.491257e-05 -3.564074e-05 -1.229794e-06 -3.997157e-07 2.539931e-05 -3.136745e-05 -4.043613e-05 1.208424e-06
 8354.000000 -4.492989e-05 -3.565244e-05 -1.231168e-06 -3.998666e-07 2.292823e-05 -4.658948e-05 -3.211852e-05 2.958912e-06
 8354.200000 -4.478722e-05 -3.554335e-05 -1.227418e-06 -3.986688e-07 2.781511e-05 -3.771405e-05 -3.384895e-05 8.954654e-06
 8354.400000 -4.476601e-05 -3.553563e-05 -1.224576e-06 -3.985121e-07 2.521134e-05 -3.009889e-05 -3.333446e-05 2.176450e-05
 8354.600000 -4.474328e-05 -3.552080e-05 -1.219175e-06 -3.982769e-07 3.259488e-05 -3.658581e-05 -1.759900e-05 2.343056e-05
 8354.800000 -4.461359e-05 -3.542362e-05 -1.209810e-06 -3.971599e-07 2.577421e-05 -3.919489e-05 -9.035155e-06 2.709403e-05
 8355.000000 -4.456791e-05 -3.538578e-05 -1.203124e-06 -3.968587e-07 2.480391e-05 -4.237261e-05 -1.470720e-05 1.697732e-05
 8355.200000 -4.458731e-05 -3.539910e-05 -1.197706e-06 -3.970535e-07 2.001732e-05 -4.767092e-05 -2.392191e-05 1.480727e-05
 8355.400000 -4.454142e-05 -3.536971e-05 -1.188359e-06 -3.968617e-07 1.601128e-05 -5.255581e-05 -2.123008e-05 1.583612e-05
 8355.600000 -4.451413e-05 -3.534433e-05 -1.177726e-06 -3.965507e-07 1.469874e-05 -4.535719e-05 -1.684967e-05 1.944772e-05
 8355.800000 -4.466950e-05 -3.547323e-05 -1.171140e-06 -3.979685e-07 1.722729e-05 -5.369683e-05 -2.710510e-05 1.677431e-05
 8356.000000 -4.481750e-05 -3.559739e-05 -1.164910e-06 -3.994202e-07 1.618440e-05 -4.845220e-05 -2.248714e-05 2.150847e-05
 8356.200000 -4.489690e-05 -3.565505e-05 -1.158072e-06 -3.999636e-07 1.338924e-05 -4.423839e-05 -2.083950e-05 9.593018e-06
 8356.400000 -4.485598e-05 -3.562358e-05 -1.147825e-06 -3.998990e-07 7.795086e-06 -4.770774e-05 -2.152239e-05 6.257769e-06
 8356.600000 -4.450943e-05 -3.536112e-05 -1.129505e-06 -3.968330e-07 1.936810e-05 -4.158587e-05 -2.036985e-05 1.206077e-05
 8356.800000 -4.444686e-05 -3.531897e-05 -1.118174e-06 -3.960852e-07 2.412363e-05 -3.766957e-05 -1.321914e-05 1.016070e-05
 8357.000000 -4.451047e-05 -3.537933e-05 -1.111737e-06 -3.968954e-07 2.424875e-05 -5.330157e-05 -2.443090e-05 2.227786e-06
 8357.200000 -4.464915e-05 -3.548006e-05 -1.109141e-06 -3.982468e-07 1.993477e-05 -5.332890e-05 -2.151098e-05 -2.006725e-06
 8357.400000 -4.457422e-05 -3.542508e-05 -1.102343e-06 -3.975418e-07 2.073649e-05 -5.776094e-05 -2.471135e-05 1.181241e-06
 8357.600000 -4.462108e-05 -3.544872e-05 -1.098579e-06 -3.980037e-07 2.545614e-05 -5.686362e-05 -2.084385e-05 1.265030e-06
 8357.800000 -4.446274e-05 -3.533076e-05 -1.090505e-06 -3.963519e-07 3.028637e-05 -5.268016e-05 -1.337064e-05 2.412473e-06
 8358.000000 -4.437204e-05 -3.526699e-05 -1.086034e-06 -3.955791e-07 3.304103e-05 -5.388897e-05 -9.465550e-06 5.669252e-06
 8358.200000 -4.435735e-05 -3.524594e-05 -1.085670e-06 -3.954604e-07 2.183397e-05 -4.888628e-05 -1.672545e-05 2.916208e-06
 8358.400000 -4.425069e-05 -3.517063e-05 -1.084323e-06 -3.944969e-07 1.807863e-05 -3.880663e-05 -2.372139e-05 -6.221477e-06
 8358.600000 -4.448016e-05 -3.534861e-05 -1.090960e-06 -3.968675e-07 1.450639e-05 -3.758940e-05 -2.172710e-05 1.852350e-07
 8358.800000 -4.450530e-05 -3.538111e-05 -1.092786e-06 -3.970157e-07 2.135539e-05 -3.561362e-05 -1.857168e-05 2.999401e-06
 8359.000000 -4.445877e-05 -3.533499e-05 -1.094256e-06 -3.966250e-07 1.965974e-05 -4.402748e-05 -1.379242e-05 1.056957e-05
 8359.200000 -4.435044e-05 -3.525819e-05 -1.096474e-06 -3.958725e-07 2.233756e-05 -4.018114e-05 -1.467289e-05 1.707113e-05
 8359.400000 -4.445220e-05 -3.532961e-05 -1.105425e-06 -3.967487e-07 2.474849e-05 -3.413558e-05 -1.028259e-05 1.716128e-05
 8359.600000 -4.464574e-05 -3.548659e-05 -1.114717e-06 -3.983623e-07 2.057243e-05 -2.858936e-05 -2.724560e-06 1.407811e-05
 8359.800000 -4.466089e-05 -3.550543e-05 -1.118555e-06 -3.984241e-07 2.002995e-05 -1.870960e-05 2.139091e-06 1.488212e-05
 8360.000000 -4.495421e-05 -3.573020e-05 -1.129471e-06 -4.012662e-07 2.899133e-05 -2.521611e-05 -8.563740e-06 1.372202e-05
 8360.200000 -4.480868e-05 -3.561497e-05 -1.131844e-06 -4.001720e-07 3.214772e-05 -3.672488e-05 -2.455000e-06 7.672405e-06
 8360.400000 -4.479640e-05 -3.560769e-05 -1.138399e-06 -3.999265e-07 3.295172e-05 -2.733300e-05 -3.100793e-05 -3.273898e-06
 8360.600000 -4.472395e-05 -3.555580e-05 -1.142486e-06 -3.994089e-07 2.541695e-05 -2.510414e-05 -2.853428e-05 3.992571e-07
 8360.800000 -4.448017e-05 -3.537076e-05 -1.140770e-06 -3.971860e-07 3.013635e-05 -3.408619e-05 -2.785929e-05 4.351293e-06
 8361.000000 -4.475860e-05 -3.558403e-05 -1.151032e-06 -3.997347e-07 2.970324e-05 -3.208523e-05 -1.297510e-05 1.786861e-05
 8361.200000 -4.479860e-05 -3.561681e-05 -1.155789e-06 -4.003129e-07 3.015941e-05 -3.842184e-05 -1.000575e-05 1.933847e-05
 8361.400000 -4.492103e-05 -3.571102e-05 -1.163895e-06 -4.011196e-07 2.188893e-05 -4.028568e-05 -1.125631e-05 1.289506e-05
 8361.600000 -4.485695e-05 -3.566723e-05 -1.167592e-06 -4.007517e-07 2.373552e-05 -2.941027e-05 -2.113714e-05 1.021126e-05
 8361.800000 -4.492112e-05 -3.572293e-05 -1.173407e-06 -4.015178e-07 2.605736e-05 -3.914338e-05 -2.007099e-05 1.054631e-05
 8362.000000 -4.495006e-05 -3.574397e-05 -1.176566e-06 -4.018208e-07 2.422838e-05 -3.981564e-05 -1.831375e-05 1.704803e-05
 8362.200000 -4.496671e-05 -3.576650e-05 -1.179708e-06 -4.019447e-07 2.538164e-05 -2.543278e-05 -1.892587e-05 6.348695e-06
 8362.400000 -4.503552e-05 -3.581943e-05 -1.186255e-06 -4.026247e-07 2.735245e-05 -2.691152e-05 -2.895188e-05 1.407550e-06
 8362.600000 -4.503151e-05 -3.581547e-05 -1.191181e-06 -4.026241e-07 2.322628e-05 -3.035517e-05 -3.715747e-05 1.154504e-05
 8362.800000 -4.501849e-05 -3.580756e-05 -1.195074e-06 -4.023390e-07 2.653242e-05 -3.426964e-05 -2.896759e-05 1.153263e-05
 8363.000000 -4.497294e-05 -3.577464e-05 -1.197604e-06 -4.019904e-07 3.652171e-05 -4.165443e-05 -3.137709e-05 7.568552e-06
 8363.227860 -4.490134e-05 -3.572383e-05 -1.200040e-06 -4.013707e-07 3.064350e-05 -3.758870e-05 -3.573284e-05 1.353648e-05
 8363.483581 -4.490168e-05 -3.572787e-05 -1.206818e-06 -4.014702e-07 2.702192e-05 -3.233834e-05 -4.066840e-05 1.724263e-05
 8363.767162 -4.478222e-05 -3.563963e-05 -1.212483e-06 -4.004984e-07 2.962905e-05 -2.333767e-05 -2.903832e-05 1.645325e-05
 8364.078604 -4.479441e-05 -3.565382e-05 -1.221534e-06 -4.005162e-07 3.069253e-05 -2.041267e-05 -3.317060e-05 1.505791e-05
 8364.417905 -4.472827e-05 -3.560611e-05 -1.229271e-06 -4.001116e-07 3.365466e-05 -2.920142e-05 -2.492007e-05 1.649303e-05
 8364.785067 -4.473030e-05 -3.561155e-05 -1.240831e-06 -4.001375e-07 3.149756e-05 -3.762035e-05 -2.505740e-05 1.856534e-05
 8365.180090 -4.473986e-05 -3.562322e-05 -1.252303e-06 -4.001827e-07 3.168868e-05 -3.777773e-05 -2.758126e-05 1.576942e-05
 8365.602973 -4.494969e-05 -3.578414e-05 -1.269768e-06 -4.021979e-07 3.664104e-05 -4.057331e-05 -3.816715e-05 1.345662e-05
 8366.053716 -4.497993e-05 -3.581449e-05 -1.280649e-06 -4.025303e-07 4.135435e-05 -3.979315e-05 -3.527600e-05 1.592023e-05
 8366.532319 -4.494717e-05 -3.579437e-05 -1.286938e-06 -4.025353e-07 3.119168e-05 -2.828948e-05 -3.222419e-05 1.256964e-05
 8367.038783 -4.483055e-05 -3.570821e-05 -1.291703e-06 -4.016349e-07 2.365499e-05 -3.932821e-05 -3.374153e-05 1.386455e-05
 8367.573107 -4.485351e-05 -3.572589e-05 -1.297084e-06 -4.017356e-07 1.643619e-05 -4.120679e-05 -4.159759e-05 2.008231e-05
 8368.135292 -4.494889e-05 -3.580762e-05 -1.305298e-06 -4.026526e-07 1.674561e-05 -4.281578e-05 -3.400183e-05 1.484022e-05
 8368.725337 -4.493875e-05 -3.580662e-05 -1.309077e-06 -4.026287e-07 1.874514e-05 -4.282066e-05 -3.103380e-05 1.139337e-05
 8369.343242 -4.469036e-05 -3.562299e-05 -1.306127e-06 -4.006445e-07 1.923343e-05 -5.650288e-05 -2.936175e-05 1.404326e-05
 8369.989008 -4.474871e-05 -3.567412e-05 -1.308857e-06 -4.013158e-07 2.586074e-05 -5.370665e-05 -2.426857e-05 1.694487e-05
 8370.662634 -4.477083e-05 -3.569473e-05 -1.309360e-06 -4.014667e-07 2.295701e-05 -5.052983e-05 -2.938064e-05 1.803239e-05
 8371.364120 -4.481591e-05 -3.573241e-05 -1.306343e-06 -4.019924e-07 1.153979e-05 -4.521516e-05 -3.315732e-05 1.593947e-05
 8372.093467 -4.496037e-05 -3.585130e-05 -1.301376e-06 -4.035261e-07 8.632317e-06 -4.661829e-05 -3.306312e-05 2.631704e-05
 8372.850674 -4.492177e-05 -3.582953e-05 -1.287216e-06 -4.033464e-07 1.663477e-05 -4.493832e-05 -2.276751e-05 3.142161e-05
 8373.635741 -4.453419e-05 -3.554190e-05 -1.258985e-06 -3.999745e-07 2.323125e-05 -5.488259e-05 -1.666028e-05 3.673228e-05
 8374.448669 -4.437180e-05 -3.542686e-05 -1.232726e-06 -3.986842e-07 2.283262e-05 -4.918059e-05 -9.136299e-06 3.432492e-05
