# {
#     "poni_version": 2.1,
#     "detector": "Perkin",
#     "detector_config": {
#         "pixel1": 0.0002,
#         "pixel2": 0.0002,
#         "orientation": 3
#     },
#     "dist": 1.4280177479893559,
#     "poni1": 0.23398429857415295,
#     "poni2": 0.37634908408057827,
#     "rot1": -0.003994332959290178,
#     "rot2": -0.026132616520970278,
#     "rot3": -4.71036871681453e-10,
#     "wavelength": 1.814e-11
# }
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> from_PerkinElmer_detector/LaB6.xy
#       2th_deg             I 
  7.425001e+00    1.634373e+01
  7.435001e+00    1.637717e+01
  7.445001e+00    1.641138e+01
  7.455001e+00    1.640513e+01
  7.465001e+00    1.640853e+01
  7.475001e+00    1.637640e+01
  7.485001e+00    1.642075e+01
  7.495001e+00    1.643655e+01
  7.505001e+00    1.638002e+01
  7.515001e+00    1.637337e+01
  7.525001e+00    1.638827e+01
  7.535001e+00    1.640256e+01
  7.545001e+00    1.646847e+01
  7.555001e+00    1.644581e+01
  7.565001e+00    1.647543e+01
  7.575001e+00    1.652291e+01
  7.585001e+00    1.657746e+01
  7.595001e+00    1.659148e+01
  7.605001e+00    1.663381e+01
  7.615001e+00    1.666448e+01
  7.625001e+00    1.672712e+01
  7.635001e+00    1.689310e+01
  7.645001e+00    1.719741e+01
  7.655001e+00    1.888448e+01
  7.665001e+00    3.507404e+01
  7.675001e+00    8.883183e+01
  7.685001e+00    1.340009e+02
  7.695001e+00    1.151313e+02
  7.705001e+00    5.157792e+01
  7.715001e+00    2.100989e+01
  7.725001e+00    1.746672e+01
  7.735001e+00    1.698265e+01
  7.745001e+00    1.679647e+01
  7.755001e+00    1.662896e+01
  7.765001e+00    1.647852e+01
  7.775001e+00    1.645510e+01
  7.785001e+00    1.644445e+01
  7.795001e+00    1.638938e+01
  7.805001e+00    1.631973e+01
  7.815001e+00    1.637617e+01
  7.825001e+00    1.632956e+01
  7.835001e+00    1.628556e+01
  7.845001e+00    1.624781e+01
  7.855001e+00    1.622616e+01
  7.865001e+00    1.624719e+01
  7.875001e+00    1.625648e+01
  7.885001e+00    1.625086e+01
  7.895001e+00    1.626560e+01
  7.905001e+00    1.627849e+01
  7.915001e+00    1.626303e+01
  7.925001e+00    1.622746e+01
  7.935001e+00    1.624677e+01
  7.945001e+00    1.622724e+01
  7.955001e+00    1.623706e+01
  7.965001e+00    1.624969e+01
  7.975001e+00    1.621008e+01
  7.985001e+00    1.626001e+01
  7.995001e+00    1.624451e+01
  8.005001e+00    1.624417e+01
  8.015001e+00    1.623040e+01
  8.025001e+00    1.625506e+01
  8.035001e+00    1.621573e+01
  8.045001e+00    1.622548e+01
  8.055001e+00    1.622535e+01
  8.065001e+00    1.620715e+01
  8.075001e+00    1.622038e+01
  8.085001e+00    1.623118e+01
  8.095001e+00    1.624187e+01
  8.105001e+00    1.628166e+01
  8.115001e+00    1.626023e+01
  8.125001e+00    1.630984e+01
  8.135001e+00    1.628174e+01
  8.145001e+00    1.636618e+01
  8.155001e+00    1.635404e+01
  8.165001e+00    1.638752e+01
  8.175001e+00    1.637743e+01
  8.185001e+00    1.638214e+01
  8.195001e+00    1.643404e+01
  8.205001e+00    1.649622e+01
  8.215001e+00    1.654850e+01
  8.225001e+00    1.660665e+01
  8.235001e+00    1.667286e+01
  8.245001e+00    1.661293e+01
  8.255001e+00    1.664588e+01
  8.265001e+00    1.677009e+01
  8.275001e+00    1.681866e+01
  8.285001e+00    1.687820e+01
  8.295001e+00    1.698703e+01
  8.305001e+00    1.712507e+01
  8.315001e+00    1.736215e+01
  8.325001e+00    1.770489e+01
  8.335001e+00    1.847487e+01
  8.345001e+00    2.267408e+01
  8.355001e+00    5.746674e+01
  8.365001e+00    1.642827e+02
  8.375001e+00    2.552825e+02
  8.385001e+00    2.346916e+02
  8.395001e+00    1.147287e+02
  8.405001e+00    3.303946e+01
  8.415001e+00    1.971622e+01
  8.425001e+00    1.814032e+01
  8.435001e+00    1.760155e+01
  8.445001e+00    1.731786e+01
  8.455001e+00    1.714473e+01
  8.465001e+00    1.699622e+01
  8.475001e+00    1.686658e+01
  8.485001e+00    1.686785e+01
  8.495001e+00    1.683168e+01
  8.505001e+00    1.677873e+01
  8.515001e+00    1.686080e+01
  8.525001e+00    1.690139e+01
  8.535001e+00    1.701112e+01
  8.545001e+00    1.721434e+01
  8.555001e+00    1.783094e+01
  8.565001e+00    2.229100e+01
  8.575001e+00    5.439375e+01
  8.585001e+00    1.253423e+02
  8.595001e+00    1.668965e+02
  8.605001e+00    1.420795e+02
  8.615001e+00    6.540279e+01
  8.625001e+00    2.357743e+01
  8.635001e+00    1.795722e+01
  8.645001e+00    1.714143e+01
  8.655001e+00    1.686097e+01
  8.665001e+00    1.664320e+01
  8.675001e+00    1.649850e+01
  8.685001e+00    1.639628e+01
  8.695001e+00    1.633815e+01
  8.705001e+00    1.627661e+01
  8.715001e+00    1.621246e+01
  8.725001e+00    1.624206e+01
  8.735001e+00    1.620573e+01
  8.745001e+00    1.614313e+01
  8.755001e+00    1.609284e+01
  8.765001e+00    1.607123e+01
  8.775001e+00    1.606952e+01
  8.785001e+00    1.606753e+01
  8.795001e+00    1.601806e+01
  8.805001e+00    1.593997e+01
  8.815001e+00    1.590763e+01
  8.825001e+00    1.595273e+01
  8.835001e+00    1.590432e+01
  8.845001e+00    1.589681e+01
  8.855001e+00    1.588191e+01
  8.865001e+00    1.585724e+01
  8.875001e+00    1.585236e+01
  8.885001e+00    1.585089e+01
  8.895001e+00    1.581126e+01
  8.905001e+00    1.581175e+01
  8.915001e+00    1.577748e+01
  8.925001e+00    1.576767e+01
  8.935001e+00    1.573148e+01
  8.945001e+00    1.575538e+01
  8.955001e+00    1.579306e+01
  8.965001e+00    1.574407e+01
  8.975001e+00    1.573517e+01
  8.985001e+00    1.571260e+01
  8.995001e+00    1.570293e+01
  9.005001e+00    1.575215e+01
  9.015001e+00    1.576283e+01
  9.025001e+00    1.575243e+01
  9.035001e+00    1.577248e+01
  9.045001e+00    1.577816e+01
  9.055001e+00    1.571567e+01
  9.065001e+00    1.573895e+01
  9.075001e+00    1.570808e+01
  9.085001e+00    1.571187e+01
  9.095001e+00    1.573374e+01
  9.105001e+00    1.576159e+01
  9.115001e+00    1.574218e+01
  9.125001e+00    1.570768e+01
  9.135001e+00    1.570739e+01
  9.145001e+00    1.572945e+01
  9.155001e+00    1.572657e+01
  9.165001e+00    1.574267e+01
  9.175001e+00    1.576493e+01
  9.185001e+00    1.576373e+01
  9.195001e+00    1.577164e+01
  9.205001e+00    1.576412e+01
  9.215001e+00    1.570392e+01
  9.225001e+00    1.573530e+01
  9.235001e+00    1.584509e+01
  9.245001e+00    1.583564e+01
  9.255001e+00    1.578475e+01
  9.265001e+00    1.586617e+01
  9.275001e+00    1.585583e+01
  9.285001e+00    1.593192e+01
  9.295001e+00    1.595030e+01
  9.305001e+00    1.598341e+01
  9.315001e+00    1.609826e+01
  9.325001e+00    1.615992e+01
  9.335001e+00    1.621316e+01
  9.345001e+00    1.636412e+01
  9.355001e+00    1.659125e+01
  9.365001e+00    1.689260e+01
  9.375001e+00    1.767701e+01
