# {
#     "poni_version": 2.1,
#     "detector": "Perkin",
#     "detector_config": {
#         "pixel1": 0.0002,
#         "pixel2": 0.0002,
#         "orientation": 3
#     },
#     "dist": 1.4280177479893559,
#     "poni1": 0.23398429857415295,
#     "poni2": 0.37634908408057827,
#     "rot1": -0.003994332959290178,
#     "rot2": -0.026132616520970278,
#     "rot3": -4.71036871681453e-10,
#     "wavelength": 1.814e-11
# }
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> from_PerkinElmer_detector/LaB6.xy
#       2th_deg             I 
  9.385001e+00    2.247487e+01
  9.395001e+00    5.770588e+01
  9.405001e+00    1.436421e+02
  9.415001e+00    2.046898e+02
  9.425001e+00    1.976181e+02
  9.435001e+00    1.168002e+02
  9.445001e+00    3.737075e+01
  9.455001e+00    1.942216e+01
  9.465001e+00    1.735006e+01
  9.475001e+00    1.677604e+01
  9.485001e+00    1.652557e+01
  9.495001e+00    1.630717e+01
  9.505001e+00    1.614494e+01
  9.515001e+00    1.602520e+01
  9.525001e+00    1.595148e+01
  9.535001e+00    1.591917e+01
  9.545001e+00    1.581528e+01
  9.555001e+00    1.576492e+01
  9.565001e+00    1.582355e+01
  9.575001e+00    1.574514e+01
  9.585001e+00    1.574012e+01
  9.595001e+00    1.575189e+01
  9.605001e+00    1.571923e+01
  9.615001e+00    1.565293e+01
  9.625001e+00    1.569220e+01
  9.635001e+00    1.570665e+01
  9.645001e+00    1.571571e+01
  9.655001e+00    1.562061e+01
  9.665001e+00    1.560920e+01
  9.675001e+00    1.561767e+01
  9.685001e+00    1.559420e+01
  9.695001e+00    1.561675e+01
  9.705001e+00    1.560364e+01
  9.715001e+00    1.559777e+01
  9.725001e+00    1.560104e+01
  9.735001e+00    1.559582e+01
  9.745001e+00    1.560687e+01
  9.755001e+00    1.556860e+01
  9.765001e+00    1.562281e+01
  9.775001e+00    1.560585e+01
  9.785001e+00    1.560147e+01
  9.795001e+00    1.558272e+01
  9.805001e+00    1.558727e+01
  9.815001e+00    1.558672e+01
  9.825001e+00    1.559562e+01
  9.835001e+00    1.567632e+01
  9.845001e+00    1.567547e+01
  9.855001e+00    1.567550e+01
  9.865001e+00    1.572871e+01
  9.875001e+00    1.575015e+01
  9.885001e+00    1.576012e+01
  9.895001e+00    1.588155e+01
  9.905001e+00    1.597185e+01
  9.915001e+00    1.605429e+01
  9.925001e+00    1.620127e+01
  9.935001e+00    1.642600e+01
  9.945001e+00    1.691116e+01
  9.955001e+00    1.924898e+01
  9.965001e+00    3.883801e+01
  9.975001e+00    1.006872e+02
  9.985001e+00    1.582236e+02
  9.995001e+00    1.674723e+02
  1.000500e+01    1.255531e+02
  1.001500e+01    5.019247e+01
  1.002500e+01    2.066984e+01
  1.003500e+01    1.722987e+01
  1.004500e+01    1.664805e+01
  1.005500e+01    1.628403e+01
  1.006500e+01    1.608514e+01
  1.007500e+01    1.593361e+01
  1.008500e+01    1.579039e+01
  1.009500e+01    1.578690e+01
  1.010500e+01    1.568202e+01
  1.011500e+01    1.560841e+01
  1.012500e+01    1.558368e+01
  1.013500e+01    1.555494e+01
  1.014500e+01    1.550992e+01
  1.015500e+01    1.546041e+01
  1.016500e+01    1.544368e+01
  1.017500e+01    1.539106e+01
  1.018500e+01    1.533729e+01
  1.019500e+01    1.536550e+01
  1.020500e+01    1.534699e+01
  1.021500e+01    1.536640e+01
  1.022500e+01    1.539634e+01
  1.023500e+01    1.535446e+01
  1.024500e+01    1.528459e+01
  1.025500e+01    1.531231e+01
  1.026500e+01    1.531238e+01
  1.027500e+01    1.524532e+01
  1.028500e+01    1.523502e+01
  1.029500e+01    1.521384e+01
  1.030500e+01    1.524000e+01
  1.031500e+01    1.522102e+01
  1.032500e+01    1.524098e+01
  1.033500e+01    1.518030e+01
  1.034500e+01    1.516619e+01
  1.035500e+01    1.521238e+01
  1.036500e+01    1.519019e+01
  1.037500e+01    1.521016e+01
  1.038500e+01    1.520965e+01
  1.039500e+01    1.521257e+01
  1.040500e+01    1.519714e+01
  1.041500e+01    1.520922e+01
  1.042500e+01    1.523446e+01
  1.043500e+01    1.517737e+01
  1.044500e+01    1.516774e+01
  1.045500e+01    1.517799e+01
  1.046500e+01    1.517507e+01
  1.047500e+01    1.518196e+01
  1.048500e+01    1.521388e+01
  1.049500e+01    1.518938e+01
  1.050500e+01    1.516612e+01
  1.051500e+01    1.523930e+01
  1.052500e+01    1.525079e+01
  1.053500e+01    1.516752e+01
  1.054500e+01    1.520535e+01
  1.055500e+01    1.519882e+01
  1.056500e+01    1.521672e+01
  1.057500e+01    1.524786e+01
  1.058500e+01    1.526014e+01
  1.059500e+01    1.525922e+01
  1.060500e+01    1.528970e+01
  1.061500e+01    1.529710e+01
  1.062500e+01    1.525372e+01
  1.063500e+01    1.526409e+01
  1.064500e+01    1.525654e+01
  1.065500e+01    1.532235e+01
  1.066500e+01    1.533471e+01
  1.067500e+01    1.530073e+01
  1.068500e+01    1.527186e+01
  1.069500e+01    1.532944e+01
  1.070500e+01    1.536433e+01
  1.071500e+01    1.537881e+01
  1.072500e+01    1.533983e+01
  1.073500e+01    1.537377e+01
  1.074500e+01    1.540583e+01
  1.075500e+01    1.537659e+01
  1.076500e+01    1.539819e+01
  1.077500e+01    1.547660e+01
  1.078500e+01    1.550387e+01
  1.079500e+01    1.550389e+01
  1.080500e+01    1.551804e+01
  1.081500e+01    1.560917e+01
  1.082500e+01    1.577244e+01
  1.083500e+01    1.596659e+01
  1.084500e+01    1.748485e+01
  1.085500e+01    2.752901e+01
  1.086500e+01    5.016776e+01
  1.087500e+01    6.610151e+01
  1.088500e+01    6.741740e+01
  1.089500e+01    5.367754e+01
  1.090500e+01    2.829182e+01
  1.091500e+01    1.752055e+01
  1.092500e+01    1.612441e+01
  1.093500e+01    1.590223e+01
  1.094500e+01    1.574689e+01
  1.095500e+01    1.564747e+01
  1.096500e+01    1.560844e+01
  1.097500e+01    1.559683e+01
  1.098500e+01    1.557016e+01
  1.099500e+01    1.555887e+01
  1.100500e+01    1.561326e+01
  1.101500e+01    1.560000e+01
  1.102500e+01    1.558886e+01
  1.103500e+01    1.561316e+01
  1.104500e+01    1.564478e+01
  1.105500e+01    1.556527e+01
  1.106500e+01    1.555378e+01
  1.107500e+01    1.562862e+01
  1.108500e+01    1.560217e+01
  1.109500e+01    1.556929e+01
  1.110500e+01    1.561820e+01
  1.111500e+01    1.559886e+01
  1.112500e+01    1.569289e+01
  1.113500e+01    1.568579e+01
  1.114500e+01    1.572629e+01
  1.115500e+01    1.567314e+01
  1.116500e+01    1.569191e+01
  1.117500e+01    1.570583e+01
  1.118500e+01    1.574216e+01
  1.119500e+01    1.579708e+01
  1.120500e+01    1.580311e+01
  1.121500e+01    1.588775e+01
  1.122500e+01    1.588094e+01
  1.123500e+01    1.591341e+01
  1.124500e+01    1.592649e+01
  1.125500e+01    1.596445e+01
  1.126500e+01    1.601345e+01
  1.127500e+01    1.602762e+01
  1.128500e+01    1.613741e+01
  1.129500e+01    1.633100e+01
  1.130500e+01    1.640370e+01
  1.131500e+01    1.654212e+01
  1.132500e+01    1.681862e+01
  1.133500e+01    1.751041e+01
  1.134500e+01    2.150932e+01
  1.135500e+01    4.785742e+01
  1.136500e+01    1.060781e+02
  1.137500e+01    1.462753e+02
  1.138500e+01    1.510582e+02
  1.139500e+01    1.217690e+02
  1.140500e+01    5.671271e+01
  1.141500e+01    2.286960e+01
  1.142500e+01    1.790287e+01
  1.143500e+01    1.726736e+01
  1.144500e+01    1.690031e+01
  1.145500e+01    1.673797e+01
  1.146500e+01    1.664999e+01
  1.147500e+01    1.661531e+01
  1.148500e+01    1.664406e+01
  1.149500e+01    1.679206e+01
  1.150500e+01    1.797507e+01
  1.151500e+01    2.682274e+01
  1.152500e+01    5.089965e+01
  1.153500e+01    7.150325e+01
  1.154500e+01    7.601305e+01
  1.155500e+01    6.751868e+01
  1.156500e+01    4.047264e+01
  1.157500e+01    2.072029e+01
  1.158500e+01    1.698125e+01
  1.159500e+01    1.647102e+01
  1.160500e+01    1.623671e+01
  1.161500e+01    1.609849e+01
  1.162500e+01    1.606480e+01
  1.163500e+01    1.603687e+01
  1.164500e+01    1.595712e+01
  1.165500e+01    1.594527e+01
  1.166500e+01    1.586268e+01
  1.167500e+01    1.587438e+01
  1.168500e+01    1.589171e+01
  1.169500e+01    1.584978e+01
  1.170500e+01    1.585026e+01
  1.171500e+01    1.582105e+01
  1.172500e+01    1.574891e+01
  1.173500e+01    1.576032e+01
  1.174500e+01    1.572862e+01
  1.175500e+01    1.574064e+01
  1.176500e+01    1.571733e+01
  1.177500e+01    1.574825e+01
  1.178500e+01    1.571337e+01
  1.179500e+01    1.574425e+01
  1.180500e+01    1.571917e+01
  1.181500e+01    1.570856e+01
  1.182500e+01    1.566151e+01
  1.183500e+01    1.572392e+01
  1.184500e+01    1.570059e+01
  1.185500e+01    1.571056e+01
  1.186500e+01    1.564180e+01
  1.187500e+01    1.569095e+01
  1.188500e+01    1.572622e+01
  1.189500e+01    1.568748e+01
  1.190500e+01    1.572439e+01
  1.191500e+01    1.577530e+01
  1.192500e+01    1.568443e+01
  1.193500e+01    1.575889e+01
  1.194500e+01    1.572195e+01
  1.195500e+01    1.571104e+01
  1.196500e+01    1.570295e+01
  1.197500e+01    1.571251e+01
  1.198500e+01    1.574922e+01
  1.199500e+01    1.581952e+01
  1.200500e+01    1.577006e+01
  1.201500e+01    1.576679e+01
  1.202500e+01    1.583897e+01
  1.203500e+01    1.585348e+01
  1.204500e+01    1.584654e+01
  1.205500e+01    1.589822e+01
  1.206500e+01    1.589368e+01
  1.207500e+01    1.592301e+01
  1.208500e+01    1.603057e+01
  1.209500e+01    1.609747e+01
  1.210500e+01    1.618127e+01
  1.211500e+01    1.627265e+01
  1.212500e+01    1.671054e+01
  1.213500e+01    1.957022e+01
  1.214500e+01    3.582625e+01
  1.215500e+01    6.503574e+01
  1.216500e+01    8.113235e+01
  1.217500e+01    8.225591e+01
  1.218500e+01    6.909602e+01
  1.219500e+01    3.739941e+01
  1.220500e+01    1.960725e+01
  1.221500e+01    1.689621e+01
  1.222500e+01    1.650765e+01
  1.223500e+01    1.629015e+01
  1.224500e+01    1.610784e+01
  1.225500e+01    1.609445e+01
  1.226500e+01    1.609846e+01
  1.227500e+01    1.601561e+01
  1.228500e+01    1.600307e+01
  1.229500e+01    1.594209e+01
  1.230500e+01    1.592835e+01
  1.231500e+01    1.593887e+01
  1.232500e+01    1.593676e+01
  1.233500e+01    1.584967e+01
  1.234500e+01    1.584831e+01
  1.235500e+01    1.591021e+01
  1.236500e+01    1.586847e+01
  1.237500e+01    1.587645e+01
  1.238500e+01    1.587748e+01
  1.239500e+01    1.584164e+01
  1.240500e+01    1.587608e+01
  1.241500e+01    1.583125e+01
  1.242500e+01    1.583707e+01
  1.243500e+01    1.586412e+01
  1.244500e+01    1.591062e+01
  1.245500e+01    1.589310e+01
  1.246500e+01    1.591325e+01
  1.247500e+01    1.588114e+01
  1.248500e+01    1.593159e+01
  1.249500e+01    1.594079e+01
  1.250500e+01    1.599097e+01
  1.251500e+01    1.600421e+01
  1.252500e+01    1.604442e+01
  1.253500e+01    1.609072e+01
  1.254500e+01    1.610791e+01
  1.255500e+01    1.616197e+01
  1.256500e+01    1.630271e+01
  1.257500e+01    1.658314e+01
  1.258500e+01    1.881832e+01
  1.259500e+01    3.004249e+01
  1.260500e+01    4.892096e+01
  1.261500e+01    5.938868e+01
  1.262500e+01    6.033967e+01
  1.263500e+01    5.291735e+01
  1.264500e+01    3.281531e+01
  1.265500e+01    1.933134e+01
  1.266500e+01    1.680403e+01
  1.267500e+01    1.642934e+01
  1.268500e+01    1.639330e+01
  1.269500e+01    1.639870e+01
  1.270500e+01    1.636588e+01
  1.271500e+01    1.643761e+01
  1.272500e+01    1.685583e+01
  1.273500e+01    1.992164e+01
  1.274500e+01    3.110532e+01
  1.275500e+01    4.389962e+01
  1.276500e+01    4.854570e+01
  1.277500e+01    4.774129e+01
  1.278500e+01    3.917616e+01
  1.279500e+01    2.394589e+01
  1.280500e+01    1.732881e+01
  1.281500e+01    1.643678e+01
  1.282500e+01    1.626345e+01
  1.283500e+01    1.621077e+01
  1.284500e+01    1.614190e+01
  1.285500e+01    1.608084e+01
  1.286500e+01    1.604847e+01
  1.287500e+01    1.606425e+01
  1.288500e+01    1.605761e+01
  1.289500e+01    1.606732e+01
  1.290500e+01    1.600209e+01
  1.291500e+01    1.599952e+01
  1.292500e+01    1.599241e+01
  1.293500e+01    1.599695e+01
  1.294500e+01    1.598032e+01
  1.295500e+01    1.602988e+01
  1.296500e+01    1.606838e+01
  1.297500e+01    1.601404e+01
  1.298500e+01    1.601563e+01
  1.299500e+01    1.599542e+01
  1.300500e+01    1.601667e+01
  1.301500e+01    1.603322e+01
  1.302500e+01    1.596903e+01
  1.303500e+01    1.598748e+01
  1.304500e+01    1.597605e+01
  1.305500e+01    1.600964e+01
  1.306500e+01    1.600726e+01
  1.307500e+01    1.599465e+01
  1.308500e+01    1.598729e+01
  1.309500e+01    1.595063e+01
  1.310500e+01    1.598912e+01
  1.311500e+01    1.593675e+01
  1.312500e+01    1.594789e+01
  1.313500e+01    1.599339e+01
  1.314500e+01    1.597581e+01
  1.315500e+01    1.598623e+01
  1.316500e+01    1.606303e+01
  1.317500e+01    1.610379e+01
  1.318500e+01    1.605419e+01
  1.319500e+01    1.598923e+01
  1.320500e+01    1.598541e+01
  1.321500e+01    1.602784e+01
  1.322500e+01    1.606297e+01
  1.323500e+01    1.599521e+01
  1.324500e+01    1.605526e+01
  1.325500e+01    1.613740e+01
  1.326500e+01    1.610589e+01
  1.327500e+01    1.617861e+01
  1.328500e+01    1.628245e+01
  1.329500e+01    1.648458e+01
  1.330500e+01    1.795713e+01
  1.331500e+01    2.300151e+01
  1.332500e+01    2.884659e+01
  1.333500e+01    3.101810e+01
  1.334500e+01    3.092114e+01
  1.335500e+01    2.772603e+01
  1.336500e+01    2.099535e+01
  1.337500e+01    1.708668e+01
  1.338500e+01    1.643326e+01
  1.339500e+01    1.634865e+01
  1.340500e+01    1.626953e+01
  1.341500e+01    1.625175e+01
  1.342500e+01    1.620038e+01
  1.343500e+01    1.623555e+01
  1.344500e+01    1.622124e+01
  1.345500e+01    1.628450e+01
  1.346500e+01    1.628099e+01
  1.347500e+01    1.623494e+01
  1.348500e+01    1.625128e+01
  1.349500e+01    1.630627e+01
  1.350500e+01    1.634094e+01
  1.351500e+01    1.630961e+01
  1.352500e+01    1.629250e+01
  1.353500e+01    1.635663e+01
  1.354500e+01    1.634397e+01
  1.355500e+01    1.634379e+01
  1.356500e+01    1.642392e+01
  1.357500e+01    1.645403e+01
  1.358500e+01    1.638447e+01
  1.359500e+01    1.644102e+01
  1.360500e+01    1.643214e+01
  1.361500e+01    1.637797e+01
  1.362500e+01    1.651807e+01
  1.363500e+01    1.652784e+01
  1.364500e+01    1.659247e+01
  1.365500e+01    1.661872e+01
  1.366500e+01    1.665881e+01
  1.367500e+01    1.673067e+01
  1.368500e+01    1.693549e+01
  1.369500e+01    1.710904e+01
  1.370500e+01    1.765641e+01
  1.371500e+01    2.151734e+01
  1.372500e+01    3.885065e+01
  1.373500e+01    6.513213e+01
  1.374500e+01    7.817182e+01
  1.375500e+01    7.976008e+01
  1.376500e+01    7.276540e+01
  1.377500e+01    4.768550e+01
  1.378500e+01    2.417359e+01
  1.379500e+01    1.827166e+01
  1.380500e+01    1.747731e+01
  1.381500e+01    1.725616e+01
  1.382500e+01    1.710370e+01
  1.383500e+01    1.718579e+01
  1.384500e+01    1.768414e+01
  1.385500e+01    2.116030e+01
  1.386500e+01    3.013015e+01
  1.387500e+01    3.767077e+01
  1.388500e+01    3.976578e+01
  1.389500e+01    3.917042e+01
  1.390500e+01    3.363681e+01
  1.391500e+01    2.311463e+01
  1.392500e+01    1.791525e+01
  1.393500e+01    1.705510e+01
  1.394500e+01    1.685666e+01
  1.395500e+01    1.684350e+01
  1.396500e+01    1.670303e+01
  1.397500e+01    1.665575e+01
  1.398500e+01    1.669076e+01
  1.399500e+01    1.669121e+01
