# Facility: NSLS-II
# Beamline: QAS
# Year: 2019
# Cycle: 1
# Comment: 
# Trajectory name: nickel-8333.txt
# Element: Nickel ( 28)
# Edge: K
# E0: 8333
# Start time: 02/14/2019  14:41:38
# Stop time: 02/14/2019  14:42:16
#
# energy  i0  it  ir  pips  adc7  adc8
 8350.800000 1.956394e+00 8.571246e-01 9.916363e-02 2.023526e+00 7.306431e-05 -3.514775e-05
 8351.000000 1.955436e+00 8.565575e-01 9.928915e-02 2.011340e+00 1.076157e-04 -1.843397e-05
 8351.200000 1.950066e+00 8.546612e-01 9.940284e-02 2.010992e+00 1.231500e-04 -1.713956e-06
 8351.400000 1.954798e+00 8.568904e-01 9.995984e-02 2.018000e+00 1.089655e-04 -1.053015e-05
 8351.600000 1.946805e+00 8.534479e-01 1.000125e-01 2.006323e+00 1.134045e-04 -3.985996e-06
 8351.800000 1.952596e+00 8.559713e-01 1.007142e-01 2.034416e+00 7.067792e-05 -9.498191e-06
 8352.000000 1.952062e+00 8.557540e-01 1.012960e-01 2.016811e+00 1.093039e-04 -1.216870e-05
 8352.200000 1.954177e+00 8.568437e-01 1.018215e-01 2.027284e+00 1.634150e-04 2.587431e-06
 8352.400000 1.954639e+00 8.571082e-01 1.025046e-01 2.017664e+00 9.243196e-05 -2.887514e-05
 8352.600000 1.947982e+00 8.541611e-01 1.027467e-01 2.006791e+00 9.723570e-05 -4.861403e-06
 8352.800000 1.953824e+00 8.567403e-01 1.034545e-01 2.035038e+00 7.408200e-05 -2.169477e-05
 8353.000000 1.949217e+00 8.549400e-01 1.039244e-01 2.001895e+00 1.520078e-04 2.226687e-06
 8353.200000 1.950039e+00 8.556171e-01 1.044509e-01 2.031581e+00 8.400248e-05 -4.054651e-05
 8353.400000 1.953507e+00 8.568783e-01 1.050529e-01 2.007834e+00 7.523359e-05 -4.317348e-05
 8353.600000 1.950309e+00 8.557435e-01 1.051757e-01 2.028018e+00 5.827564e-05 -5.362449e-05
 8353.800000 1.950310e+00 8.560536e-01 1.055654e-01 2.028581e+00 6.795996e-05 -4.799493e-05
 8354.000000 1.953217e+00 8.571674e-01 1.058250e-01 2.009919e+00 1.134820e-04 -2.761429e-05
 8354.200000 1.951861e+00 8.565068e-01 1.058806e-01 2.012365e+00 8.981267e-05 -4.067511e-05
 8354.400000 1.951180e+00 8.563189e-01 1.059098e-01 2.043174e+00 1.684068e-04 -1.892076e-06
 8354.600000 1.945374e+00 8.537756e-01 1.053701e-01 2.034705e+00 1.216061e-04 -3.218532e-05
 8354.800000 1.947806e+00 8.550098e-01 1.052081e-01 2.015168e+00 7.290525e-05 -5.241260e-05
 8355.000000 1.954743e+00 8.581353e-01 1.050865e-01 2.012702e+00 1.119856e-04 -3.632697e-05
 8355.200000 1.954499e+00 8.581176e-01 1.044398e-01 2.030959e+00 1.089919e-04 -3.012812e-05
 8355.400000 1.949938e+00 8.560872e-01 1.035033e-01 2.014475e+00 1.331207e-04 -9.228298e-06
 8355.600000 1.950221e+00 8.566609e-01 1.027906e-01 2.030785e+00 1.153233e-04 -1.542939e-05
 8355.800000 1.949898e+00 8.564716e-01 1.017849e-01 2.026402e+00 9.411030e-05 -3.587706e-05
 8356.000000 1.951672e+00 8.573666e-01 1.009014e-01 2.021998e+00 8.791415e-05 -2.680668e-05
 8356.200000 1.952190e+00 8.574812e-01 9.980507e-02 2.044522e+00 8.329043e-05 -2.953100e-05
 8356.400000 1.954652e+00 8.585846e-01 9.890731e-02 2.039559e+00 4.174377e-05 -5.805560e-05
 8356.600000 1.947285e+00 8.556249e-01 9.746030e-02 2.015551e+00 1.133014e-04 -2.156374e-05
 8356.800000 1.952326e+00 8.579192e-01 9.658452e-02 2.015404e+00 9.877294e-05 -1.891436e-05
 8357.000000 1.948567e+00 8.564123e-01 9.549883e-02 2.024729e+00 1.045881e-04 -2.155797e-05
 8357.200000 1.947890e+00 8.559366e-01 9.448287e-02 2.004720e+00 7.534836e-05 -1.404020e-05
 8357.400000 1.953133e+00 8.581862e-01 9.387596e-02 2.037545e+00 9.830423e-05 1.063198e-05
 8357.600000 1.952349e+00 8.580511e-01 9.311047e-02 2.038688e+00 1.299566e-04 -1.612444e-05
 8357.800000 1.950223e+00 8.571963e-01 9.233227e-02 2.030149e+00 1.203981e-04 8.517664e-06
 8358.000000 1.947550e+00 8.559675e-01 9.154961e-02 2.018530e+00 1.288992e-04 2.320827e-05
 8358.200000 1.952577e+00 8.581698e-01 9.140939e-02 2.025594e+00 9.784429e-05 -2.329099e-05
 8358.400000 1.949580e+00 8.570476e-01 9.105760e-02 2.036130e+00 9.565798e-05 -4.486804e-05
 8358.600000 1.949133e+00 8.570162e-01 9.094474e-02 2.036417e+00 1.109959e-04 -2.893811e-05
 8358.800000 1.950724e+00 8.575050e-01 9.096474e-02 2.024202e+00 1.193162e-04 -2.556136e-05
 8359.000000 1.949974e+00 8.572803e-01 9.110788e-02 2.024820e+00 -1.238364e-05 -7.954550e-05
 8359.200000 1.950479e+00 8.576877e-01 9.127498e-02 2.025077e+00 3.669121e-05 -5.255456e-05
 8359.400000 1.948677e+00 8.570938e-01 9.156352e-02 2.030057e+00 1.851266e-04 5.426817e-06
 8359.600000 1.952414e+00 8.585713e-01 9.199028e-02 2.033663e+00 1.844226e-04 8.199428e-06
 8359.800000 1.951614e+00 8.585130e-01 9.232549e-02 2.014733e+00 1.239982e-04 -3.766458e-05
 8360.000000 1.949442e+00 8.575791e-01 9.274068e-02 2.021583e+00 1.195063e-04 -3.921136e-05
 8360.200000 1.946449e+00 8.566074e-01 9.312652e-02 2.018556e+00 8.182158e-05 -5.168754e-05
 8360.400000 1.944876e+00 8.559935e-01 9.361666e-02 2.021988e+00 6.222340e-05 -4.954647e-05
 8360.600000 1.942742e+00 8.549685e-01 9.399133e-02 1.996207e+00 9.633552e-05 -2.134174e-05
 8360.800000 1.950198e+00 8.583779e-01 9.488319e-02 2.022307e+00 9.996107e-05 -5.685071e-06
 8361.000000 1.935354e+00 8.520981e-01 9.488216e-02 1.998297e+00 1.463660e-04 -1.304329e-06
 8361.200000 1.948832e+00 8.579561e-01 9.585866e-02 2.015039e+00 1.096730e-04 -1.961513e-05
 8361.400000 1.947844e+00 8.577049e-01 9.632450e-02 2.000156e+00 7.258937e-05 -4.843418e-05
 8361.600000 1.949007e+00 8.581944e-01 9.681921e-02 2.021297e+00 1.018082e-04 -1.708643e-05
 8361.800000 1.948918e+00 8.579082e-01 9.725891e-02 2.038061e+00 1.134179e-04 -2.758005e-05
 8362.000000 1.945133e+00 8.566996e-01 9.753533e-02 2.015701e+00 1.163130e-04 -1.124531e-05
 8362.200000 1.950716e+00 8.587688e-01 9.797114e-02 2.048144e+00 1.142505e-04 -1.511995e-05
 8362.400000 1.949831e+00 8.586739e-01 9.840817e-02 2.031956e+00 1.431092e-04 1.590735e-05
 8362.600000 1.947091e+00 8.577740e-01 9.861398e-02 2.003782e+00 4.644938e-05 -2.402698e-06
 8362.800000 1.950964e+00 8.593345e-01 9.928870e-02 2.029428e+00 1.138610e-04 7.445492e-06
 8363.000000 1.947959e+00 8.582910e-01 9.961406e-02 2.038898e+00 1.003339e-04 -2.502845e-05
 8363.200000 1.945598e+00 8.572814e-01 9.992758e-02 2.033334e+00 1.506009e-04 4.148215e-06
 8363.400000 1.947449e+00 8.580810e-01 1.002310e-01 2.025418e+00 1.052880e-04 -2.031299e-05
 8363.600000 1.943894e+00 8.566356e-01 1.005375e-01 2.016571e+00 8.980734e-05 -4.715618e-05
 8363.800000 1.949442e+00 8.593633e-01 1.013275e-01 2.034761e+00 7.953483e-05 -4.636300e-05
 8364.000000 1.951716e+00 8.603371e-01 1.020712e-01 2.022654e+00 1.174573e-04 -1.596262e-05
 8364.200000 1.940772e+00 8.554589e-01 1.021292e-01 2.024348e+00 8.321627e-05 -3.780151e-05
 8364.400000 1.959878e+00 8.637911e-01 1.036137e-01 2.040849e+00 1.699314e-04 8.454896e-06
 8364.600000 1.940802e+00 8.557395e-01 1.031999e-01 2.004886e+00 1.452277e-04 2.037328e-05
 8364.800000 1.945410e+00 8.578118e-01 1.043089e-01 2.038233e+00 9.604964e-05 -3.065984e-05
 8365.000000 1.953089e+00 8.610237e-01 1.050801e-01 2.034925e+00 9.460476e-05 -1.811784e-05
 8365.200000 1.941721e+00 8.563450e-01 1.052379e-01 2.030822e+00 7.133829e-05 -2.792064e-06
 8365.400000 1.946847e+00 8.585252e-01 1.061825e-01 2.022041e+00 1.058433e-04 6.796420e-06
 8365.600000 1.945124e+00 8.575885e-01 1.067798e-01 2.022077e+00 1.033764e-04 1.668455e-05
 8365.800000 1.948335e+00 8.591399e-01 1.073568e-01 2.018743e+00 9.204857e-05 -3.598080e-05
 8366.000000 1.944151e+00 8.576064e-01 1.077302e-01 2.020462e+00 5.983007e-05 -3.205564e-05
 8366.700000 1.949259e+00 8.600867e-01 1.095290e-01 2.035306e+00 3.085921e-05 -2.279876e-05
 8367.400000 1.944261e+00 8.581200e-01 1.102973e-01 2.024031e+00 5.211998e-05 -3.118231e-05
 8368.100000 1.939856e+00 8.564942e-01 1.109211e-01 2.018765e+00 6.350390e-05 -3.716912e-05
 8368.800000 1.941983e+00 8.577855e-01 1.115859e-01 2.021579e+00 6.842664e-05 -2.788663e-05
 8369.500000 1.943224e+00 8.585056e-01 1.121447e-01 2.028217e+00 3.117582e-05 -2.637868e-05
 8370.200000 1.941397e+00 8.579572e-01 1.122700e-01 2.026884e+00 9.754274e-05 -1.890149e-05
 8370.900000 1.944046e+00 8.592489e-01 1.123957e-01 2.024848e+00 8.260830e-05 -1.784275e-05
 8371.600000 1.940872e+00 8.582476e-01 1.118390e-01 2.016479e+00 8.370261e-05 -1.573660e-06
 8372.300000 1.940644e+00 8.582867e-01 1.110110e-01 2.021362e+00 9.419448e-05 -1.351950e-07
 8373.993695 1.940665e+00 8.589816e-01 1.076343e-01 2.016725e+00 1.207866e-04 -7.694095e-06
 8374.999583 1.942278e+00 8.601005e-01 1.049681e-01 2.022665e+00 1.062041e-04 -1.884439e-05
 8376.017662 1.942050e+00 8.602635e-01 1.017248e-01 2.019111e+00 7.908945e-05 -4.180790e-05
 8377.047933 1.941357e+00 8.603994e-01 9.845768e-02 2.033546e+00 7.920675e-05 -3.096462e-05
 8378.090396 1.941751e+00 8.608945e-01 9.502006e-02 2.029824e+00 1.097908e-04 -2.019286e-05
 8379.145051 1.941993e+00 8.614640e-01 9.161786e-02 2.033547e+00 9.849618e-05 -5.112754e-05
 8380.211898 1.942713e+00 8.622026e-01 8.854749e-02 2.041143e+00 1.488468e-04 -1.477579e-05
 8381.290937 1.942609e+00 8.624874e-01 8.612037e-02 2.042555e+00 1.412406e-04 -6.809248e-06
 8382.382167 1.940371e+00 8.618589e-01 8.462116e-02 2.039344e+00 1.067512e-04 -2.743791e-05
 8383.485590 1.940480e+00 8.623576e-01 8.450859e-02 2.039708e+00 1.341515e-04 -1.663090e-05
 8384.601204 1.938098e+00 8.618383e-01 8.536916e-02 2.034872e+00 8.571712e-05 -4.413841e-05
 8385.729011 1.937692e+00 8.620838e-01 8.738890e-02 2.038564e+00 1.296041e-04 -2.388486e-05
 8386.869009 1.938574e+00 8.627748e-01 9.038302e-02 2.033719e+00 1.607653e-05 -5.197406e-05
 8388.021199 1.937480e+00 8.627519e-01 9.413762e-02 2.040900e+00 2.104086e-05 -2.798452e-05
 8389.185582 1.934510e+00 8.619232e-01 9.805534e-02 2.026943e+00 6.018117e-05 -3.473901e-05
 8390.362156 1.932081e+00 8.612200e-01 1.017803e-01 2.018229e+00 7.097177e-05 -3.142723e-05
 8391.550922 1.933936e+00 8.624569e-01 1.052810e-01 2.027313e+00 6.210568e-05 -1.433275e-05
 8392.751879 1.931814e+00 8.619819e-01 1.084322e-01 2.030058e+00 5.108234e-05 -3.772299e-05
 8393.965029 1.933491e+00 8.632491e-01 1.111579e-01 2.028909e+00 5.979380e-05 -3.710911e-05
 8395.190371 1.930709e+00 8.623896e-01 1.129411e-01 2.034617e+00 3.311107e-05 -3.146384e-05
 8396.427904 1.931821e+00 8.632822e-01 1.139616e-01 2.034582e+00 2.430824e-05 -2.981421e-05
 8397.677630 1.933521e+00 8.646170e-01 1.143321e-01 2.034205e+00 3.954512e-05 -1.584534e-05
 8398.939547 1.927831e+00 8.626176e-01 1.140054e-01 2.025061e+00 2.269162e-05 -3.973096e-05
 8400.213657 1.931857e+00 8.647124e-01 1.143229e-01 2.037069e+00 2.877598e-05 -1.944815e-05
 8401.499958 1.929782e+00 8.643822e-01 1.148189e-01 2.034545e+00 6.572185e-05 -6.389906e-06
 8402.798451 1.929204e+00 8.645274e-01 1.154906e-01 2.030237e+00 4.875508e-05 -2.237941e-05
 8404.109136 1.925277e+00 8.632970e-01 1.159406e-01 2.025485e+00 8.165694e-05 -1.747577e-05
 8405.432013 1.924618e+00 8.635829e-01 1.160014e-01 2.031907e+00 1.014183e-04 -1.343568e-05
 8406.767082 1.929431e+00 8.662051e-01 1.156282e-01 2.040875e+00 1.027419e-04 -1.507771e-05
 8408.114342 1.925851e+00 8.651676e-01 1.143014e-01 2.040188e+00 3.757298e-05 -4.692086e-05
 8409.473795 1.925886e+00 8.655657e-01 1.130608e-01 2.038337e+00 4.889039e-05 -3.507949e-05
 8410.845440 1.927302e+00 8.667649e-01 1.120026e-01 2.041760e+00 1.047100e-04 -2.546942e-06
 8412.229276 1.924334e+00 8.660187e-01 1.110735e-01 2.031501e+00 6.798587e-05 -1.324489e-05
 8413.625305 1.927731e+00 8.679148e-01 1.102299e-01 2.049248e+00 7.929168e-05 -1.083695e-05
 8415.033525 1.924962e+00 8.671778e-01 1.087293e-01 2.037476e+00 9.612676e-05 -1.653349e-05
 8416.453937 1.922240e+00 8.666752e-01 1.067946e-01 2.037746e+00 9.959343e-05 -2.442152e-05
 8417.886541 1.926328e+00 8.689480e-01 1.049658e-01 2.048191e+00 9.931520e-05 -6.497955e-06
 8419.331337 1.922556e+00 8.677537e-01 1.029451e-01 2.042578e+00 9.043566e-05 -1.031553e-05
 8420.788325 1.920594e+00 8.673792e-01 1.011588e-01 2.036399e+00 9.697911e-05 -2.630364e-05
 8422.257505 1.920952e+00 8.681972e-01 9.950019e-02 2.043772e+00 1.279256e-04 -1.896543e-05
 8423.738877 1.918699e+00 8.676178e-01 9.743143e-02 2.039666e+00 9.182810e-05 -2.807090e-05
 8425.232440 1.918155e+00 8.680618e-01 9.518041e-02 2.033970e+00 1.046337e-04 -2.798182e-05
 8426.738196 1.916378e+00 8.677365e-01 9.277167e-02 2.044381e+00 8.305758e-05 -2.666255e-05
 8428.256143 1.917930e+00 8.691283e-01 9.056216e-02 2.043654e+00 7.555039e-05 -3.117692e-05
 8429.786283 1.917767e+00 8.694989e-01 8.867143e-02 2.034127e+00 6.305778e-05 -4.724423e-05
 8431.328614 1.917983e+00 8.701119e-01 8.742440e-02 2.041100e+00 7.380892e-05 -2.105359e-05
 8432.883137 1.914965e+00 8.692135e-01 8.704695e-02 2.040683e+00 2.293071e-05 -2.492969e-05
 8434.449852 1.915203e+00 8.700135e-01 8.775712e-02 2.057376e+00 2.179664e-05 -2.767358e-05
 8436.028759 1.914995e+00 8.705370e-01 8.952678e-02 2.053968e+00 8.080503e-05 -4.106999e-05
 8437.619858 1.912967e+00 8.701739e-01 9.187900e-02 2.041536e+00 1.037980e-04 -3.882043e-05
 8439.223149 1.912735e+00 8.706071e-01 9.481727e-02 2.037696e+00 5.253809e-05 -5.339425e-05
 8440.838632 1.910803e+00 8.705879e-01 9.790892e-02 2.049315e+00 1.033896e-04 -3.676191e-05
 8442.466307 1.912345e+00 8.717412e-01 1.012687e-01 2.048033e+00 6.019252e-05 -5.986047e-05
 8444.106173 1.908887e+00 8.707927e-01 1.045477e-01 2.043614e+00 6.851656e-05 -4.565525e-05
 8445.758232 1.909144e+00 8.714924e-01 1.075868e-01 2.039321e+00 8.623865e-05 -3.742442e-05
 8447.422482 1.909536e+00 8.721545e-01 1.100330e-01 2.052888e+00 8.705928e-05 -4.630256e-05
 8449.098924 1.907694e+00 8.718624e-01 1.121521e-01 2.053130e+00 8.557267e-05 -4.790650e-05
 8450.787558 1.907540e+00 8.724633e-01 1.149419e-01 2.048013e+00 7.628857e-05 -4.517991e-05
 8452.488385 1.906233e+00 8.725601e-01 1.183429e-01 2.037135e+00 6.833891e-05 -6.545541e-05
 8454.201403 1.905387e+00 8.727535e-01 1.223124e-01 2.046555e+00 5.949230e-05 -5.417107e-05
 8455.926613 1.903446e+00 8.726205e-01 1.261984e-01 2.043117e+00 5.986769e-05 -5.043947e-05
 8457.664014 1.904713e+00 8.737515e-01 1.294283e-01 2.046820e+00 8.882788e-05 -4.368102e-05
 8459.413608 1.902164e+00 8.731686e-01 1.310739e-01 2.042247e+00 4.563219e-05 -4.812824e-05
 8461.175394 1.903539e+00 8.743902e-01 1.316399e-01 2.047966e+00 3.342443e-05 -5.485376e-05
 8462.949371 1.902512e+00 8.747299e-01 1.307170e-01 2.047001e+00 4.113884e-05 -5.885066e-05
 8464.735541 1.901975e+00 8.752383e-01 1.288855e-01 2.057520e+00 7.029980e-05 -3.511099e-05
 8466.533902 1.902496e+00 8.761198e-01 1.262765e-01 2.058005e+00 7.148886e-05 -3.158439e-05
 8468.344455 1.898010e+00 8.746894e-01 1.230705e-01 2.048007e+00 7.597823e-05 -3.719681e-05
 8470.167201 1.897252e+00 8.747158e-01 1.200636e-01 2.043156e+00 1.081824e-04 -1.219188e-05
 8472.002138 1.897925e+00 8.758643e-01 1.175469e-01 2.057539e+00 8.321056e-05 -2.857208e-05
 8473.849267 1.896231e+00 8.758533e-01 1.156447e-01 2.054211e+00 4.571209e-05 -5.010288e-05
 8475.708588 1.896746e+00 8.765500e-01 1.149339e-01 2.063523e+00 8.536738e-05 -3.802838e-05
 8477.580100 1.896955e+00 8.773550e-01 1.151361e-01 2.061675e+00 1.040530e-04 -2.607297e-05
 8479.463805 1.896775e+00 8.779015e-01 1.160942e-01 2.051844e+00 7.100934e-05 -1.729111e-05
 8481.359702 1.895248e+00 8.779027e-01 1.169261e-01 2.052243e+00 3.864709e-05 -2.948825e-05
 8483.267790 1.894797e+00 8.785070e-01 1.170392e-01 2.062105e+00 5.725533e-05 -1.115179e-05
 8485.188071 1.892694e+00 8.782903e-01 1.154624e-01 2.064242e+00 8.866313e-05 -8.721183e-06
 8487.120543 1.892356e+00 8.786973e-01 1.120356e-01 2.055176e+00 6.648175e-05 -1.799888e-05
 8489.065207 1.890864e+00 8.786843e-01 1.071237e-01 2.053363e+00 3.869737e-05 -3.037172e-05
 8491.022064 1.888270e+00 8.783211e-01 1.021146e-01 2.058865e+00 5.785619e-05 -1.087753e-05
 8492.991112 1.887444e+00 8.785819e-01 9.810752e-02 2.065275e+00 2.287023e-05 -2.324900e-05
 8494.972352 1.887914e+00 8.794919e-01 9.557728e-02 2.065653e+00 -4.467639e-06 -2.470052e-05
 8496.965784 1.889879e+00 8.810356e-01 9.423330e-02 2.066909e+00 2.441009e-05 -4.156763e-05
 8498.971407 1.885180e+00 8.797036e-01 9.351170e-02 2.054278e+00 5.103597e-05 -3.172104e-05
 8500.989223 1.885114e+00 8.803203e-01 9.349420e-02 2.066634e+00 4.958857e-05 -2.895746e-05
 8503.019231 1.886034e+00 8.814452e-01 9.419581e-02 2.062119e+00 4.048486e-05 -4.898567e-05
 8505.061430 1.885035e+00 8.816907e-01 9.580673e-02 2.067889e+00 6.353389e-05 -2.496101e-05
 8507.115822 1.881617e+00 8.809426e-01 9.841022e-02 2.063520e+00 4.491990e-05 -2.283301e-05
 8509.182405 1.881742e+00 8.816742e-01 1.023462e-01 2.070186e+00 2.984017e-05 -1.355083e-05
 8511.261180 1.880925e+00 8.820617e-01 1.073758e-01 2.064846e+00 2.836069e-05 -6.240927e-06
 8513.352148 1.881174e+00 8.829557e-01 1.135007e-01 2.065119e+00 1.737734e-05 -1.662640e-05
 8515.455307 1.880726e+00 8.834591e-01 1.206760e-01 2.065733e+00 1.908865e-05 -2.395438e-05
 8517.570658 1.877653e+00 8.828077e-01 1.282668e-01 2.063792e+00 8.901940e-05 -2.672268e-05
 8519.698201 1.876527e+00 8.830460e-01 1.358213e-01 2.067003e+00 8.849525e-05 -3.602434e-05
 8521.837935 1.876973e+00 8.840695e-01 1.421752e-01 2.065003e+00 6.516713e-05 -3.075009e-05
 8523.989862 1.874049e+00 8.836375e-01 1.460425e-01 2.058859e+00 1.004416e-04 5.062072e-08
 8526.153981 1.874572e+00 8.846257e-01 1.472602e-01 2.074829e+00 7.117990e-05 -3.054189e-05
 8528.330291 1.873716e+00 8.847548e-01 1.455018e-01 2.073698e+00 9.570346e-05 -1.898348e-05
 8530.518794 1.872732e+00 8.851748e-01 1.417275e-01 2.068464e+00 7.999218e-05 -2.577172e-05
 8532.719488 1.871754e+00 8.855241e-01 1.371020e-01 2.065126e+00 9.234520e-05 -3.345273e-05
 8534.932374 1.870944e+00 8.859142e-01 1.324572e-01 2.071810e+00 8.600292e-05 -4.647277e-05
 8537.157453 1.869705e+00 8.861632e-01 1.283605e-01 2.080415e+00 1.005239e-04 -2.733815e-05
 8539.394723 1.868414e+00 8.864161e-01 1.251449e-01 2.085259e+00 8.092100e-05 -2.320042e-05
 8541.644185 1.867785e+00 8.868995e-01 1.229269e-01 2.075349e+00 7.556202e-05 -3.347424e-05
 8543.905838 1.867515e+00 8.875375e-01 1.217827e-01 2.076479e+00 1.234606e-04 -9.356556e-06
 8546.179684 1.864803e+00 8.871208e-01 1.216609e-01 2.078330e+00 1.129436e-04 -1.140288e-05
 8548.465722 1.863376e+00 8.872527e-01 1.222780e-01 2.069335e+00 1.277344e-04 -1.045014e-05
 8550.763952 1.863417e+00 8.881801e-01 1.232866e-01 2.077320e+00 9.033732e-05 -1.331222e-05
 8553.074373 1.862125e+00 8.884197e-01 1.243206e-01 2.073491e+00 1.185331e-04 -1.539536e-05
 8555.396987 1.860688e+00 8.884305e-01 1.255713e-01 2.073429e+00 6.614621e-05 -4.340497e-05
 8557.731792 1.860060e+00 8.889968e-01 1.271071e-01 2.069064e+00 9.527491e-05 -2.471116e-05
 8560.078789 1.859205e+00 8.893850e-01 1.288769e-01 2.066568e+00 1.263860e-04 -1.269708e-05
 8562.437978 1.856595e+00 8.889653e-01 1.303377e-01 2.073772e+00 7.686860e-05 -2.051964e-05
 8564.809359 1.856924e+00 8.899652e-01 1.309502e-01 2.082855e+00 1.065395e-04 -3.509398e-05
 8567.192932 1.853579e+00 8.893160e-01 1.295511e-01 2.074021e+00 1.140944e-04 -3.531797e-05
 8569.588697 1.854623e+00 8.906203e-01 1.268503e-01 2.074963e+00 1.456571e-04 -5.166543e-06
 8571.996654 1.851191e+00 8.898081e-01 1.232006e-01 2.070617e+00 1.052752e-04 -3.259502e-05
 8574.416803 1.849471e+00 8.898929e-01 1.198854e-01 2.076932e+00 9.540899e-05 -2.036666e-05
 8576.849143 1.847980e+00 8.900159e-01 1.175254e-01 2.080421e+00 1.221881e-04 -1.718692e-05
 8579.293676 1.845276e+00 8.895614e-01 1.158455e-01 2.076047e+00 1.101193e-04 -2.297203e-05
 8581.750400 1.840319e+00 8.880894e-01 1.147549e-01 2.059542e+00 8.804485e-05 -2.875707e-05
 8584.219317 1.836409e+00 8.871954e-01 1.145078e-01 2.062214e+00 1.400863e-04 -1.397771e-05
 8586.700425 1.822941e+00 8.816065e-01 1.144878e-01 2.046121e+00 1.438373e-04 -1.799644e-05
 8589.193725 1.710457e+00 8.287303e-01 1.093360e-01 1.925458e+00 9.948092e-05 -2.686194e-05
 8591.699217 1.649114e+00 8.001150e-01 1.083948e-01 1.902395e+00 9.046807e-05 -3.952982e-05
 8594.216901 1.818687e+00 8.820805e-01 1.236011e-01 2.086689e+00 1.002310e-04 -5.057957e-05
 8596.746777 1.838434e+00 8.924408e-01 1.295552e-01 2.089202e+00 1.087464e-04 -5.027586e-05
 8599.288845 1.836389e+00 8.923364e-01 1.341928e-01 2.085584e+00 1.403445e-04 -3.691324e-05
 8601.843105 1.835497e+00 8.926957e-01 1.384238e-01 2.087937e+00 9.780012e-05 -2.863270e-05
 8604.409556 1.833224e+00 8.925242e-01 1.418117e-01 2.085668e+00 6.566165e-05 -2.904752e-05
 8606.988200 1.828622e+00 8.912505e-01 1.440257e-01 2.085666e+00 9.057446e-05 -1.876659e-05
 8609.579035 1.822928e+00 8.893782e-01 1.450070e-01 2.071290e+00 7.061180e-05 -4.560678e-06
 8612.182062 1.814648e+00 8.863506e-01 1.448964e-01 2.071899e+00 6.868157e-05 -1.600600e-05
 8614.797282 1.791505e+00 8.760315e-01 1.430644e-01 2.043140e+00 1.001329e-04 -3.401985e-05
 8617.424693 1.660889e+00 8.137754e-01 1.327279e-01 1.902741e+00 5.392462e-05 -6.170001e-05
 8620.064296 1.589381e+00 7.800162e-01 1.274304e-01 1.824115e+00 7.639548e-05 -4.543302e-05
 8622.716091 1.854344e+00 9.092019e-01 1.489722e-01 2.116329e+00 1.082047e-04 -2.555533e-05
 8625.380078 1.856068e+00 9.110862e-01 1.494330e-01 2.129355e+00 1.273251e-04 -1.534673e-05
 8628.056256 1.848363e+00 9.082023e-01 1.491227e-01 2.123702e+00 1.408492e-04 -6.746948e-07
 8630.744627 1.842796e+00 9.064401e-01 1.487903e-01 2.121150e+00 1.116550e-04 -2.600188e-05
 8633.445190 1.839419e+00 9.057463e-01 1.482870e-01 2.106870e+00 1.196379e-04 -3.120295e-05
 8636.157944 1.834659e+00 9.043629e-01 1.472365e-01 2.108829e+00 1.233504e-04 -1.968782e-05
 8638.882891 1.832097e+00 9.039944e-01 1.461785e-01 2.115000e+00 1.230599e-04 -2.707004e-05
 8641.620029 1.825841e+00 9.018782e-01 1.447928e-01 2.116104e+00 1.086701e-04 -2.418848e-05
 8644.369359 1.805556e+00 8.930177e-01 1.424650e-01 2.097490e+00 8.487997e-05 -3.290511e-05
 8647.130881 1.667228e+00 8.264035e-01 1.311573e-01 1.963008e+00 4.134234e-05 -4.743666e-05
 8649.904595 1.661174e+00 8.244240e-01 1.304849e-01 1.915590e+00 9.382799e-05 -2.412515e-05
 8652.690501 1.812412e+00 8.994648e-01 1.421914e-01 2.085280e+00 9.058484e-05 -2.098456e-05
 8655.488599 1.825612e+00 9.067811e-01 1.429849e-01 2.107448e+00 9.968721e-05 -2.964474e-05
 8658.298889 1.825854e+00 9.078921e-01 1.427237e-01 2.116777e+00 8.932497e-05 -3.893164e-05
 8661.121371 1.822787e+00 9.074027e-01 1.421047e-01 2.104703e+00 1.269769e-04 -1.979250e-05
 8663.956044 1.822037e+00 9.081368e-01 1.415123e-01 2.113047e+00 1.051307e-04 -3.606052e-05
 8666.802910 1.821678e+00 9.087169e-01 1.408208e-01 2.116592e+00 1.139417e-04 -3.699038e-05
 8669.661967 1.819018e+00 9.083835e-01 1.402549e-01 2.107482e+00 1.451775e-04 -1.764823e-05
 8672.533217 1.818203e+00 9.088707e-01 1.405490e-01 2.119008e+00 1.301723e-04 -1.899068e-05
 8675.416658 1.818650e+00 9.100577e-01 1.415871e-01 2.122195e+00 1.056315e-04 -5.361848e-05
 8678.312291 1.815278e+00 9.094979e-01 1.431015e-01 2.122268e+00 8.665220e-05 -5.289678e-05
 8681.220116 1.812412e+00 9.092928e-01 1.450934e-01 2.118960e+00 1.102821e-04 -5.551540e-05
 8684.140133 1.811615e+00 9.097552e-01 1.475772e-01 2.118238e+00 1.096304e-04 -4.309444e-05
 8687.072342 1.809888e+00 9.098829e-01 1.500501e-01 2.118213e+00 1.416263e-04 -4.498965e-05
 8690.016743 1.810017e+00 9.108801e-01 1.524636e-01 2.113773e+00 1.246807e-04 -4.703279e-05
