# Facility: NSLS-II
# Beamline: QAS
# Year: 2019
# Cycle: 1
# Comment: 
# Trajectory name: nickel-8333.txt
# Element: Nickel ( 28)
# Edge: K
# E0: 8333
# Start time: 02/14/2019  14:41:38
# Stop time: 02/14/2019  14:42:16
#
# energy  i0  it  ir  pips  adc7  adc8
 8320.400000 1.971375e+00 8.525237e-01 7.054811e-01 2.002732e+00 1.408913e-04 8.416117e-06
 8320.600000 1.973226e+00 8.535542e-01 7.062819e-01 2.036079e+00 1.272083e-04 5.304562e-06
 8320.800000 1.975748e+00 8.547691e-01 7.073221e-01 2.021801e+00 1.067877e-04 -1.851402e-05
 8321.000000 1.970943e+00 8.527685e-01 7.056925e-01 2.021597e+00 1.116017e-04 -2.228122e-05
 8321.200000 1.967018e+00 8.509761e-01 7.040743e-01 1.998751e+00 5.337708e-05 -3.579050e-05
 8321.400000 1.976999e+00 8.553512e-01 7.071403e-01 2.013900e+00 8.496832e-05 -1.217813e-05
 8321.600000 1.969786e+00 8.523400e-01 7.050266e-01 2.005095e+00 6.951235e-05 -2.962081e-05
 8321.800000 1.968694e+00 8.520020e-01 7.045574e-01 2.010678e+00 6.574723e-05 -2.474191e-05
 8322.000000 1.970009e+00 8.526714e-01 7.048541e-01 1.987450e+00 1.058163e-04 3.503814e-06
 8322.200000 1.964362e+00 8.500593e-01 7.032785e-01 2.021119e+00 9.820590e-05 -1.762153e-06
 8322.400000 1.973856e+00 8.542275e-01 7.057712e-01 2.036208e+00 1.754882e-04 1.233794e-05
 8322.600000 1.968723e+00 8.524624e-01 7.040469e-01 2.013723e+00 1.182205e-04 -5.736503e-06
 8322.800000 1.975156e+00 8.552551e-01 7.057988e-01 2.022384e+00 9.733804e-05 -3.125648e-05
 8323.000000 1.964702e+00 8.507843e-01 7.021987e-01 1.981791e+00 8.460349e-05 -3.001501e-05
 8323.200000 1.977884e+00 8.563262e-01 7.062616e-01 2.030539e+00 8.910858e-05 -4.565701e-05
 8323.400000 1.961175e+00 8.495092e-01 7.014621e-01 1.996595e+00 1.684523e-04 1.023531e-05
 8323.600000 1.968208e+00 8.527675e-01 7.034929e-01 2.012277e+00 1.574429e-04 -4.131319e-06
 8323.800000 1.966022e+00 8.517580e-01 7.025724e-01 2.007608e+00 7.365588e-05 -9.000361e-06
 8324.000000 1.973813e+00 8.551889e-01 7.042441e-01 2.008926e+00 9.320263e-05 -1.173556e-05
 8324.200000 1.972233e+00 8.546214e-01 7.039968e-01 2.030267e+00 5.819659e-05 -2.927317e-05
 8324.400000 1.975655e+00 8.559552e-01 7.043034e-01 2.009438e+00 3.516094e-05 -4.773535e-06
 8324.600000 1.973446e+00 8.554495e-01 7.038020e-01 2.036330e+00 4.910641e-05 -8.203392e-06
 8324.800000 1.971586e+00 8.543912e-01 7.029784e-01 2.017589e+00 2.944899e-05 -1.114279e-05
 8325.000000 1.968652e+00 8.530989e-01 7.011502e-01 2.010318e+00 1.120898e-04 2.324947e-05
 8325.200000 1.965909e+00 8.520633e-01 7.005277e-01 2.016948e+00 9.376019e-05 1.026463e-05
 8325.400000 1.970085e+00 8.540972e-01 7.017158e-01 2.034240e+00 8.154183e-05 -1.433144e-05
 8325.600000 1.973131e+00 8.554465e-01 7.021182e-01 2.020692e+00 6.844468e-05 -7.463102e-06
 8325.800000 1.966713e+00 8.528114e-01 7.000348e-01 2.003634e+00 1.243116e-04 2.079317e-05
 8326.000000 1.972022e+00 8.551725e-01 7.011890e-01 2.018024e+00 9.808897e-05 5.319609e-07
 8326.200000 1.968396e+00 8.536190e-01 6.996325e-01 2.020827e+00 8.165099e-05 -1.709958e-05
 8326.400000 1.971699e+00 8.551808e-01 7.005240e-01 2.018015e+00 1.269935e-04 -3.295784e-06
 8326.600000 1.964209e+00 8.521092e-01 6.976921e-01 2.005251e+00 1.553863e-04 1.196212e-05
 8326.800000 1.966730e+00 8.533936e-01 6.981952e-01 2.001407e+00 9.028101e-05 -1.516975e-05
 8327.000000 1.971220e+00 8.554402e-01 6.988576e-01 2.017481e+00 1.091535e-04 -1.843109e-05
 8327.200000 1.968794e+00 8.544508e-01 6.978074e-01 2.008198e+00 1.143164e-04 -1.223154e-05
 8327.400000 1.972778e+00 8.559655e-01 6.975896e-01 2.010505e+00 9.084526e-05 -2.646732e-05
 8327.600000 1.972693e+00 8.559520e-01 6.976606e-01 2.012519e+00 1.207840e-04 -8.630113e-06
 8327.800000 1.969697e+00 8.550316e-01 6.959440e-01 2.011784e+00 9.143820e-05 -2.596613e-05
 8328.000000 1.971791e+00 8.559154e-01 6.959185e-01 2.022456e+00 9.965749e-05 -4.388596e-05
 8328.200000 1.967312e+00 8.541352e-01 6.936338e-01 2.019601e+00 1.019501e-04 -3.976825e-05
 8328.400000 1.968054e+00 8.544258e-01 6.927715e-01 2.006714e+00 8.170233e-05 -3.719156e-05
 8328.600000 1.974073e+00 8.567867e-01 6.936707e-01 2.020906e+00 8.316131e-05 -3.715503e-05
 8328.800000 1.968906e+00 8.548725e-01 6.914078e-01 2.023997e+00 1.533974e-04 -2.171111e-05
 8329.000000 1.966529e+00 8.540283e-01 6.892840e-01 2.007531e+00 1.282039e-04 -1.876690e-05
 8329.200000 1.970389e+00 8.554425e-01 6.888738e-01 2.009958e+00 1.508609e-04 -1.805687e-05
 8329.400000 1.970085e+00 8.556249e-01 6.878129e-01 2.012901e+00 1.316416e-04 -2.404490e-05
 8329.600000 1.965355e+00 8.537989e-01 6.849311e-01 2.017736e+00 1.095708e-04 -4.045441e-05
 8329.800000 1.963336e+00 8.529679e-01 6.826438e-01 1.999505e+00 1.079376e-04 -4.108983e-05
 8330.000000 1.965853e+00 8.539731e-01 6.812399e-01 2.024808e+00 8.819256e-05 -4.389233e-05
 8330.200000 1.972256e+00 8.568284e-01 6.810987e-01 2.034096e+00 1.074945e-04 -1.228008e-05
 8330.400000 1.973595e+00 8.574608e-01 6.787350e-01 2.025084e+00 9.850552e-05 1.185209e-06
 8330.600000 1.966779e+00 8.545973e-01 6.738886e-01 2.005445e+00 1.220086e-04 2.687620e-05
 8330.800000 1.971847e+00 8.567009e-01 6.720764e-01 2.016466e+00 8.079874e-05 6.687312e-06
 8331.000000 1.972590e+00 8.571829e-01 6.681232e-01 2.030646e+00 4.333147e-05 -2.850265e-05
 8331.200000 1.969129e+00 8.558972e-01 6.623181e-01 2.019611e+00 6.858315e-05 -3.049463e-05
 8331.400000 1.961330e+00 8.528411e-01 6.544982e-01 2.015593e+00 7.400562e-05 5.912456e-07
 8331.600000 1.970505e+00 8.565278e-01 6.502332e-01 2.034621e+00 6.951081e-05 -9.440673e-06
 8331.800000 1.969813e+00 8.563553e-01 6.417052e-01 2.016434e+00 9.703103e-05 -4.354901e-08
 8332.000000 1.959856e+00 8.518992e-01 6.284635e-01 2.036522e+00 8.861582e-05 1.561209e-05
 8332.200000 1.963806e+00 8.539701e-01 6.174861e-01 2.021894e+00 1.415990e-04 2.932060e-05
 8332.400000 1.965052e+00 8.544678e-01 6.030258e-01 2.008074e+00 1.701611e-04 4.846938e-05
 8332.600000 1.967544e+00 8.555528e-01 5.868356e-01 2.019049e+00 1.431220e-04 1.598327e-05
 8332.800000 1.966725e+00 8.553831e-01 5.685047e-01 2.031330e+00 7.956536e-05 -1.992690e-05
 8333.000000 1.962438e+00 8.534179e-01 5.483412e-01 2.010416e+00 1.069288e-04 -2.228411e-05
 8333.200000 1.961321e+00 8.532075e-01 5.283076e-01 2.028148e+00 9.721053e-05 -1.979084e-05
 8333.400000 1.964838e+00 8.548687e-01 5.098551e-01 2.017409e+00 1.379075e-04 1.828015e-05
 8333.600000 1.970330e+00 8.572926e-01 4.920937e-01 2.009637e+00 1.045320e-04 8.621664e-06
 8333.800000 1.964070e+00 8.546137e-01 4.733290e-01 2.020126e+00 9.810355e-05 -2.328301e-06
 8334.000000 1.962841e+00 8.540687e-01 4.570315e-01 2.012320e+00 8.182993e-05 -5.582529e-06
 8334.200000 1.962731e+00 8.540599e-01 4.416111e-01 2.009655e+00 7.931580e-05 -4.079864e-06
 8334.400000 1.959278e+00 8.526989e-01 4.269845e-01 2.016830e+00 9.202293e-05 -8.698063e-06
 8334.600000 1.966068e+00 8.556377e-01 4.152506e-01 2.028813e+00 1.019404e-04 -2.281218e-06
 8334.800000 1.962701e+00 8.542832e-01 4.029551e-01 2.010298e+00 1.146741e-04 1.033603e-05
 8335.000000 1.963010e+00 8.546021e-01 3.924487e-01 2.016584e+00 1.081572e-04 1.568381e-05
 8335.200000 1.965478e+00 8.557493e-01 3.836384e-01 2.020929e+00 9.029411e-05 -1.341341e-05
 8335.400000 1.962732e+00 8.546305e-01 3.749787e-01 2.018458e+00 9.097520e-05 -5.214344e-06
 8335.600000 1.963427e+00 8.550466e-01 3.680008e-01 2.018974e+00 7.966501e-05 -2.021665e-05
 8335.800000 1.962901e+00 8.549390e-01 3.617279e-01 2.026376e+00 1.092078e-04 -8.152957e-06
 8336.000000 1.962803e+00 8.549404e-01 3.563355e-01 2.022846e+00 1.243026e-04 -1.171663e-05
 8336.200000 1.966612e+00 8.567500e-01 3.521938e-01 2.029631e+00 1.324429e-04 1.526603e-07
 8336.400000 1.964769e+00 8.558699e-01 3.477810e-01 2.021279e+00 1.109729e-04 3.118080e-06
 8336.600000 1.964057e+00 8.555265e-01 3.441631e-01 2.017580e+00 9.222579e-05 -1.953660e-05
 8336.800000 1.965049e+00 8.560714e-01 3.410441e-01 2.017132e+00 9.365284e-05 -1.072673e-05
 8337.000000 1.965455e+00 8.563766e-01 3.382503e-01 2.021115e+00 1.028243e-04 -5.325459e-06
 8337.200000 1.964155e+00 8.557731e-01 3.353700e-01 2.016214e+00 1.343307e-04 -7.883924e-06
 8337.400000 1.965344e+00 8.563841e-01 3.329724e-01 2.024396e+00 1.293338e-04 2.340110e-06
 8337.600000 1.963312e+00 8.555550e-01 3.304424e-01 2.026349e+00 1.122477e-04 -8.097170e-06
 8337.800000 1.965172e+00 8.563640e-01 3.281897e-01 2.025980e+00 1.193968e-04 -2.605128e-05
 8338.000000 1.962858e+00 8.554120e-01 3.251340e-01 2.018748e+00 8.957177e-05 -3.232513e-05
 8338.200000 1.962687e+00 8.553429e-01 3.219446e-01 2.017143e+00 1.434238e-04 -1.211635e-05
 8338.400000 1.964236e+00 8.561201e-01 3.185757e-01 2.020442e+00 1.251474e-04 -1.750866e-05
 8338.600000 1.962934e+00 8.556682e-01 3.145720e-01 2.022743e+00 1.182000e-04 -3.333252e-05
 8338.800000 1.963477e+00 8.558026e-01 3.103845e-01 2.025596e+00 1.034634e-04 -4.008161e-05
 8339.000000 1.961113e+00 8.549263e-01 3.056544e-01 2.025595e+00 1.197949e-04 -3.751581e-05
 8339.200000 1.961340e+00 8.552120e-01 3.009849e-01 2.020415e+00 1.006267e-04 -4.252767e-05
 8339.400000 1.962552e+00 8.557657e-01 2.964314e-01 2.024025e+00 1.284430e-04 -1.619525e-05
 8339.600000 1.963740e+00 8.562688e-01 2.918628e-01 2.019933e+00 1.245585e-04 -2.544657e-06
 8339.800000 1.958717e+00 8.542370e-01 2.869147e-01 2.017463e+00 1.540773e-04 -3.699504e-06
 8340.000000 1.965530e+00 8.572074e-01 2.834945e-01 2.027384e+00 1.207663e-04 -3.082790e-05
 8340.200000 1.964312e+00 8.567715e-01 2.794037e-01 2.029253e+00 1.010158e-04 2.594777e-06
 8340.400000 1.962077e+00 8.558712e-01 2.754193e-01 2.017325e+00 8.976885e-05 -1.200223e-05
 8340.600000 1.964614e+00 8.568502e-01 2.722186e-01 2.033892e+00 9.872628e-05 -2.700578e-05
 8340.800000 1.958635e+00 8.544457e-01 2.682714e-01 2.025216e+00 1.029614e-04 -2.575641e-05
 8341.000000 1.960588e+00 8.554542e-01 2.652438e-01 2.008665e+00 1.374799e-04 -1.942448e-06
 8341.200000 1.961275e+00 8.559724e-01 2.620547e-01 2.023461e+00 1.058104e-04 -3.707297e-07
 8341.400000 1.959908e+00 8.553662e-01 2.586968e-01 2.020356e+00 1.145642e-04 -7.069298e-06
 8341.600000 1.957011e+00 8.542282e-01 2.551469e-01 2.022833e+00 1.096548e-04 -1.879469e-05
 8341.800000 1.962026e+00 8.564629e-01 2.521973e-01 2.023454e+00 1.116434e-04 -1.607994e-05
 8342.000000 1.964017e+00 8.572509e-01 2.489019e-01 2.016856e+00 4.749256e-05 -2.478651e-05
 8342.200000 1.965103e+00 8.577735e-01 2.453694e-01 2.033049e+00 3.748240e-05 -9.543301e-06
 8342.400000 1.962371e+00 8.568167e-01 2.409833e-01 2.031104e+00 1.898658e-05 -1.877672e-05
 8342.600000 1.963352e+00 8.572104e-01 2.370695e-01 2.027138e+00 2.371046e-05 -2.098109e-05
 8342.800000 1.965869e+00 8.585161e-01 2.329490e-01 2.028654e+00 3.688702e-05 -2.411201e-05
 8343.000000 1.964685e+00 8.577865e-01 2.283211e-01 2.037295e+00 7.057568e-05 -1.989242e-05
 8343.200000 1.964575e+00 8.579196e-01 2.234969e-01 2.032637e+00 7.361818e-05 -1.472912e-05
 8343.400000 1.962280e+00 8.569995e-01 2.183132e-01 2.023548e+00 6.976721e-05 -1.465251e-05
 8343.600000 1.961908e+00 8.567780e-01 2.130596e-01 2.022550e+00 6.740890e-05 -4.021334e-05
 8343.800000 1.964445e+00 8.580061e-01 2.079058e-01 2.030017e+00 6.293785e-05 -6.152052e-05
 8344.000000 1.956698e+00 8.550380e-01 2.021187e-01 2.009510e+00 1.215725e-04 -1.064727e-05
 8344.200000 1.955396e+00 8.545047e-01 1.967171e-01 2.026054e+00 1.274030e-04 3.206990e-09
 8344.400000 1.956598e+00 8.550313e-01 1.913006e-01 2.022197e+00 9.273284e-05 -5.037856e-06
 8344.600000 1.959075e+00 8.561820e-01 1.861384e-01 2.007640e+00 1.108828e-04 4.220068e-06
 8344.800000 1.960795e+00 8.569777e-01 1.810759e-01 2.022890e+00 1.065300e-04 2.377717e-06
 8345.000000 1.955172e+00 8.546245e-01 1.754469e-01 2.027354e+00 1.053040e-04 -9.675551e-06
 8345.200000 1.956760e+00 8.552872e-01 1.703511e-01 2.022772e+00 1.195846e-04 -1.545366e-05
 8345.400000 1.960828e+00 8.570651e-01 1.655005e-01 2.021304e+00 9.969884e-05 -1.661985e-05
 8345.600000 1.959431e+00 8.567013e-01 1.603727e-01 2.013630e+00 1.391599e-04 1.827698e-05
 8345.800000 1.957566e+00 8.557642e-01 1.553914e-01 2.018526e+00 9.949088e-05 -1.280125e-05
 8346.000000 1.958036e+00 8.561526e-01 1.506979e-01 2.009339e+00 9.425374e-05 -4.734401e-05
 8346.200000 1.953624e+00 8.544038e-01 1.456121e-01 2.014237e+00 1.122907e-04 -2.584134e-05
 8346.400000 1.955595e+00 8.553746e-01 1.411866e-01 2.017284e+00 1.245017e-04 2.404038e-06
 8346.600000 1.954702e+00 8.549990e-01 1.366588e-01 2.015962e+00 7.517166e-05 -2.284169e-05
 8346.800000 1.957561e+00 8.562833e-01 1.326377e-01 2.025083e+00 4.316350e-05 -4.133391e-05
 8347.000000 1.960239e+00 8.573781e-01 1.288539e-01 2.035414e+00 1.441684e-05 -4.073778e-05
 8347.200000 1.952227e+00 8.541019e-01 1.246136e-01 2.010525e+00 5.791562e-05 -2.432364e-05
 8347.400000 1.957859e+00 8.565883e-01 1.212996e-01 2.024402e+00 2.023607e-05 -3.089639e-05
 8347.600000 1.960169e+00 8.576817e-01 1.180945e-01 2.040808e+00 2.379886e-05 -3.990127e-05
 8347.800000 1.961076e+00 8.579807e-01 1.149472e-01 2.038956e+00 4.594285e-05 -3.472518e-06
 8348.000000 1.957677e+00 8.565329e-01 1.121439e-01 2.034484e+00 8.830487e-05 -1.382072e-05
 8348.200000 1.962942e+00 8.590477e-01 1.099741e-01 2.050637e+00 8.369516e-05 -1.997685e-05
 8348.400000 1.958354e+00 8.572026e-01 1.077161e-01 2.037662e+00 9.552655e-05 -2.034432e-05
 8348.600000 1.958558e+00 8.573728e-01 1.057109e-01 2.022050e+00 5.995029e-05 -3.417125e-05
 8348.800000 1.956552e+00 8.566416e-01 1.041532e-01 2.021730e+00 9.212975e-05 -1.259774e-05
 8349.000000 1.962841e+00 8.593736e-01 1.029941e-01 2.031370e+00 9.848429e-05 -1.052376e-05
 8349.200000 1.948234e+00 8.531305e-01 1.014473e-01 2.032228e+00 9.278588e-05 -2.173684e-05
 8349.400000 1.950389e+00 8.541706e-01 1.006054e-01 1.998219e+00 1.336967e-04 2.147145e-06
 8349.600000 1.952165e+00 8.548757e-01 9.998651e-02 2.040423e+00 9.094636e-05 -9.740314e-06
 8349.800000 1.958406e+00 8.579510e-01 9.963259e-02 2.025916e+00 8.685253e-05 -1.074412e-05
 8350.000000 1.950766e+00 8.545980e-01 9.899649e-02 2.018024e+00 8.156844e-05 -4.576225e-06
 8350.200000 1.956718e+00 8.573213e-01 9.921011e-02 2.021787e+00 1.546016e-04 -6.409942e-06
 8350.400000 1.950772e+00 8.546818e-01 9.876860e-02 2.021680e+00 1.086689e-04 -2.838792e-05
 8350.600000 1.955769e+00 8.568121e-01 9.900466e-02 2.028926e+00 7.815534e-05 -3.183630e-05
